player,matches_2plus_overs,total_wickets,total_balls,total_runs,bowling_avg,economy,wickets_per_match,milestone_100_wickets,bowling_elo
E Kubwimana,12,21,262,380,18.095238095238095,8.702290076335878,1.75,False,1516.9456920077976
E Kuchey,4,0,61,88,,8.655737704918034,0.0,False,1480.6842105263158
E Leie,6,6,121,146,24.333333333333332,7.239669421487603,1.0,False,1494.6056808688388
E Malinga,10,20,242,357,17.85,8.851239669421487,2.0,False,1531.1142645074224
E Mathew,15,20,342,427,21.35,7.491228070175438,1.3333333333333333,False,1500.4660968660967
E Niyomugabo,8,9,149,176,19.555555555555557,7.087248322147651,1.125,False,1501.4970760233916
E Ochieng,6,4,118,166,41.5,8.440677966101694,0.6666666666666666,False,1488.9888888888888
E Otieno,23,26,449,521,20.03846153846154,6.962138084632517,1.1304347826086956,False,1488.8849206349207
E Packard,6,2,113,144,72.0,7.646017699115045,0.3333333333333333,False,1480.888888888889
E Rukiriza,40,50,846,911,18.22,6.460992907801418,1.25,False,1503.8959944733629
E Samson,2,3,32,36,12.0,6.75,1.5,False,1505.6275303643724
E Sanketh,1,0,13,18,,8.307692307692308,0.0,False,1495.0
E Schiferli,4,2,93,114,57.0,7.354838709677419,0.5,False,1490.467894736842
E Sebareme,38,51,739,700,13.72549019607843,5.683355886332882,1.3421052631578947,False,1524.0360623781678
E Walker,2,1,44,53,53.0,7.2272727272727275,0.5,False,1495.254736842105
EB Ringera,24,27,464,538,19.925925925925927,6.956896551724139,1.125,False,1491.8657624831305
EC Rainsford,2,0,37,67,,10.864864864864865,0.0,False,1490.0
ED Silva,5,6,89,101,16.833333333333332,6.808988764044943,1.2,False,1501.3461538461538
EF Beard,1,0,12,14,,7.0,0.0,False,1495.1666666666667
EH Hutchinson,3,2,50,36,18.0,4.319999999999999,0.6666666666666666,False,1496.8333333333333
EHSN Silva,4,4,84,118,29.5,8.428571428571429,1.0,False,1499.0555555555557
EJB Miles,22,28,418,441,15.75,6.330143540669856,1.2727272727272727,False,1503.7032057416268
EMDY Munaweera,3,2,52,66,33.0,7.615384615384616,0.6666666666666666,False,1495.2179487179487
EP Gulbis,17,9,290,378,42.0,7.820689655172413,0.5294117647058824,False,1455.8633333333335
EP Thompson,1,1,19,20,20.0,6.315789473684211,1.0,False,1500.3947368421052
Ebadat Hossain,5,9,123,176,19.555555555555557,8.585365853658537,1.8,False,1509.0492307692305
Edward Taylor,2,2,42,43,21.5,6.142857142857143,1.0,False,1500.0
Ehsan Adil,5,7,126,172,24.571428571428573,8.19047619047619,1.4,False,1499.9679487179485
Ehsan Khan,80,133,1834,1906,14.330827067669173,6.235550708833151,1.6625,True,1634.614225521067
Ehsan Nawaz,3,5,48,75,15.0,9.375,1.6666666666666667,False,1507.625
Elan Talker,7,6,124,153,25.5,7.403225806451612,0.8571428571428571,False,1493.3400000000001
Elias Hasan,4,2,81,132,66.0,9.777777777777779,0.5,False,1486.74
Elias Sunny,4,7,78,89,12.714285714285714,6.846153846153846,1.75,False,1500.5
F Akankwasa,15,20,304,303,15.15,5.980263157894737,1.3333333333333333,False,1507.6917948717949
F Banunaek,43,55,942,1093,19.87272727272727,6.961783439490445,1.2790697674418605,False,1522.15570153672
F Behardien,2,4,36,30,7.5,5.0,2.0,False,1510.0
F Choudary,1,1,12,18,18.0,9.0,1.0,False,1499.5
F Clarke,3,4,87,96,24.0,6.620689655172414,1.3333333333333333,False,1504.9175824175825
F Damiao Couana,15,16,336,378,23.625,6.75,1.0666666666666667,False,1490.8117709305948
F Hand,10,6,162,237,39.5,8.777777777777779,0.6,False,1475.7261904761906
F Khaliq,8,10,148,149,14.9,6.04054054054054,1.25,False,1510.6833333333334
F Mutua,10,14,183,216,15.428571428571429,7.081967213114754,1.4,False,1510.563856221751
F Nsubuga,55,67,1178,904,13.492537313432836,4.604414261460102,1.2181818181818183,False,1546.8480701754381
F O'Neill,9,11,202,230,20.90909090909091,6.831683168316832,1.2222222222222223,False,1505.5833333333333
F Stoman,15,21,367,364,17.333333333333332,5.950953678474114,1.4,False,1520.0907122507124
FA Allen,76,67,1458,1916,28.597014925373134,7.88477366255144,0.881578947368421,False,1428.680377867746
FA Cossa,15,17,325,374,22.0,6.904615384615385,1.1333333333333333,False,1501.631452991453
FD Adams,6,6,129,195,32.5,9.069767441860465,1.0,False,1499.2933333333333
FH Edwards,69,73,1482,1925,26.36986301369863,7.793522267206478,1.0579710144927537,False,1481.7284422984426
FJ Klaassen,49,55,1099,1303,23.69090909090909,7.113739763421292,1.1224489795918366,False,1504.5095075295076
FJ Mpegna,1,0,13,37,,17.076923076923077,0.0,False,1495.0
FL Patel,5,4,96,110,27.5,6.875,0.8,False,1495.9574791680054
FN Walsh,1,2,24,59,29.5,14.75,2.0,False,1502.5833333333333
FY Fazal,1,1,12,6,6.0,3.0,1.0,False,1501.5
Fabid Ahmed,24,20,481,543,27.15,6.773388773388773,0.8333333333333334,False,1478.7511111111112
Fahad Tariq,1,0,12,18,,9.0,0.0,False,1495.0
Faheem Ashraf,129,151,2598,3560,23.576158940397352,8.221709006928407,1.1705426356589148,True,1455.4764665159405
Faheem Nazir,11,14,209,259,18.5,7.435406698564592,1.2727272727272727,False,1510.7460703039649
Faisal Akram,2,2,42,53,26.5,7.571428571428571,1.0,False,1500.0
Faisal Khan,4,3,61,90,30.0,8.852459016393443,0.75,False,1493.7948717948718
Faizal Salehji,1,0,14,15,,6.428571428571428,0.0,False,1495.357142857143
Fakhar Zaman,3,2,36,38,19.0,6.333333333333333,0.6666666666666666,False,1497.1666666666665
Fakhrul Mohon,5,3,100,117,39.0,7.02,0.6,False,1491.8684210526317
Fanyan Mughal,19,24,491,575,23.958333333333332,7.026476578411406,1.263157894736842,False,1503.154599290869
Farhad Reza,10,6,176,289,48.166666666666664,9.852272727272728,0.6,False,1477.6492307692306
Farhan Ahmed,1,1,24,29,29.0,7.25,1.0,False,1500.0833333333333
Farzan Afzal,3,4,74,46,11.5,3.7297297297297294,1.3333333333333333,False,1502.44
Fawad Ahmed,159,178,3610,4223,23.724719101123597,7.0188365650969535,1.119496855345912,True,1509.2067035109144
Fawad Alam,3,4,60,60,15.0,6.0,1.3333333333333333,False,1506.25
Fawad Ali,4,2,71,97,48.5,8.197183098591548,0.5,False,1489.9473684210525
Fayaz Khan,10,17,221,266,15.647058823529411,7.221719457013574,1.7,False,1498.7131623931623
Fayyaz Ahmed,1,1,18,31,31.0,10.333333333333334,1.0,False,1499.0555555555557
Fayyaz Butt,42,54,887,1118,20.703703703703702,7.562570462232243,1.2857142857142858,False,1513.4081196581196
Fazalhaq Farooqi,22,22,510,722,32.81818181818182,8.494117647058824,1.0,False,1480.584212025791
Fazil Muhammad,4,5,81,92,18.4,6.814814814814815,1.25,False,1496.037037037037
Fazil Rahman,6,15,137,165,11.0,7.226277372262774,2.5,False,1520.0
Felix Alemao,10,11,213,312,28.363636363636363,8.788732394366198,1.1,False,1502.3439682539683
Festus Benn,19,26,371,401,15.423076923076923,6.485175202156334,1.368421052631579,False,1514.6666666666665
Firas Hussain,2,2,24,39,19.5,9.75,1.0,False,1498.5
Fitri Sham,34,47,750,841,17.893617021276597,6.728,1.3823529411764706,False,1548.0297906602257
Franz Bur,1,2,13,16,8.0,7.384615384615385,2.0,False,1505.0
G Anikethreddy,3,3,72,66,22.0,5.5,1.0,False,1501.0833333333333
G Axtell,2,1,44,42,42.0,5.7272727272727275,0.5,False,1496.2105263157894
G Bakiweyem,27,28,578,606,21.642857142857142,6.290657439446367,1.037037037037037,False,1491.9231833858153
G Bruno,1,2,27,43,21.5,9.555555555555555,2.0,False,1504.3148148148148
G Burrows,1,1,12,9,9.0,4.5,1.0,False,1501.0
G Chohan,5,3,100,182,60.666666666666664,10.92,0.6,False,1487.52
G Coetzee,34,48,730,1130,23.541666666666668,9.287671232876711,1.411764705882353,False,1510.8525727361878
G Fatouros,2,5,54,53,10.6,5.888888888888889,2.5,False,1509.7413793103449
G Goudie,3,1,49,71,71.0,8.693877551020408,0.3333333333333333,False,1489.1666666666667
G Johnson,2,1,42,37,37.0,5.285714285714286,0.5,False,1496.5555555555557
G Kuthalingham,2,1,39,33,33.0,5.076923076923077,0.5,False,1496.4171428571428
G Lalbiakvela,18,13,347,535,41.15384615384615,9.250720461095101,0.7222222222222222,False,1464.0980569138462
G Mckeon,8,8,155,152,19.0,5.883870967741935,1.0,False,1498.8276190476192
G Motie,68,82,1448,1738,21.195121951219512,7.201657458563536,1.2058823529411764,False,1503.6078602489122
G Mubiru,2,4,48,36,9.0,4.5,2.0,False,1510.0
G Ngegba,18,28,408,361,12.892857142857142,5.3088235294117645,1.5555555555555556,False,1511.6810256410256
G Oliveira,4,3,57,72,24.0,7.578947368421052,0.75,False,1495.1923076923076
G Periyaswamy,7,10,129,151,15.1,7.023255813953488,1.4285714285714286,False,1511.9539661118608
G Richardson,1,1,28,42,42.0,9.0,1.0,False,1499.5
G Sesay,22,35,458,412,11.771428571428572,5.397379912663756,1.5909090909090908,False,1538.0990076590076
G Singh,6,8,136,111,13.875,4.897058823529411,1.3333333333333333,False,1513.9551282051282
G Stewart,9,11,211,193,17.545454545454547,5.488151658767773,1.2222222222222223,False,1509.5029824561402
G Venkateswaran,4,2,60,96,48.0,9.6,0.5,False,1490.0
G Wijekoon,3,4,68,101,25.25,8.911764705882353,1.3333333333333333,False,1503.6538461538462
GA Lamb,3,4,68,69,17.25,6.088235294117647,1.3333333333333333,False,1504.8333333333335
GA Priandana,11,8,190,215,26.875,6.789473684210526,0.7272727272727273,False,1488.2929824561404
GA Rogers,1,0,26,52,,12.0,0.0,False,1495.0
GA Stuurman,1,0,14,29,,12.428571428571427,0.0,False,1495.0
GA West,2,2,39,63,31.5,9.692307692307692,1.0,False,1500.0
GB Brent,2,3,44,53,17.666666666666668,7.2272727272727275,1.5,False,1503.7222222222222
GB Hogg,96,96,2129,2570,26.770833333333332,7.242837012682011,1.0,False,1457.4117775207244
GC Galanis,10,12,217,227,18.916666666666668,6.276497695852535,1.2,False,1506.587085020243
GC Murtaza,19,34,576,635,18.676470588235293,6.614583333333333,1.7894736842105263,False,1525.9542263483643
GC Smith,1,0,12,22,,11.0,0.0,False,1495.0
GC Tonge,6,10,123,146,14.6,7.121951219512195,1.6666666666666667,False,1510.0630994152048
GC Viljoen,31,40,701,1040,26.0,8.901569186875893,1.2903225806451613,False,1511.928872394662
GD Arta,16,13,283,296,22.76923076923077,6.275618374558304,0.8125,False,1486.9019343229868
GD Drummond,6,5,125,161,32.2,7.728000000000001,0.8333333333333334,False,1494.194315918
GD Elliott,27,34,456,521,15.323529411764707,6.855263157894737,1.2592592592592593,False,1480.8141025641025
GD McGrath,16,19,378,445,23.42105263157895,7.063492063492063,1.1875,False,1501.7766666666666
GD Phillips,6,5,94,91,18.2,5.808510638297872,0.8333333333333334,False,1497.3333333333333
GD Pope,3,2,36,41,20.5,6.833333333333333,0.6666666666666666,False,1495.6666666666665
GD Putland,6,3,133,176,58.666666666666664,7.93984962406015,0.5,False,1485.67
GDR Eranga,8,10,184,192,19.2,6.260869565217391,1.25,False,1506.3114285714287
GE Mathurin,18,17,380,439,25.823529411764707,6.931578947368421,0.9444444444444444,False,1491.4586774628883
GF Linde,50,52,1034,1246,23.96153846153846,7.2301740812379105,1.04,False,1476.608668466037
GG Alta,8,13,182,232,17.846153846153847,7.648351648351649,1.625,False,1508.9642857142858
GG Banner,2,3,40,59,19.666666666666668,8.85,1.5,False,1503.5
GG Peters,3,5,75,104,20.8,8.32,1.6666666666666667,False,1503.0215384615385
GH Dockrell,63,78,1241,1411,18.08974358974359,6.821917808219178,1.2380952380952381,False,1511.670983519404
GH O'Brien,9,10,202,214,21.4,6.356435643564357,1.1111111111111112,False,1505.1959706959706
GH Vihari,14,9,202,240,26.666666666666668,7.128712871287129,0.6428571428571429,False,1478.594017094017
GH Worker,4,3,51,77,25.666666666666668,9.058823529411764,0.75,False,1494.4102564102564
GHS Garton,17,14,315,496,35.42857142857143,9.447619047619048,0.8235294117647058,False,1480.0944527986637
GI Gokoel,1,0,12,20,,10.0,0.0,False,1495.0
GI Hume,8,10,161,226,22.6,8.422360248447205,1.25,False,1493.7494505494506
GI Maiden,1,1,12,14,14.0,7.0,1.0,False,1500.1666666666667
GJ Batty,1,0,19,17,,5.368421052631579,0.0,False,1495.7105263157894
GJ Delany,46,42,920,1150,27.38095238095238,7.499999999999999,0.9130434782608695,False,1473.4464597390918
GJ Maxwell,170,133,2854,3623,27.2406015037594,7.616678346180799,0.7823529411764706,True,1296.0851041253227
GJ McCarter,1,0,18,30,,10.0,0.0,False,1495.0
GJ van Rensburg,1,1,19,14,14.0,4.421052631578948,1.0,False,1501.0263157894738
GJP Kruger,1,0,26,34,,7.846153846153847,0.0,False,1495.0
GK Berg,14,21,295,320,15.238095238095237,6.508474576271187,1.5,False,1512.5
GK Singh,1,2,18,11,5.5,3.6666666666666665,2.0,False,1505.0
GL Walker,1,0,20,49,,14.7,0.0,False,1495.0
GM Muthui,22,24,411,472,19.666666666666668,6.890510948905109,1.0909090909090908,False,1479.4101587301589
GM Ntambalika,4,4,69,83,20.75,7.217391304347826,1.0,False,1501.7287449392713
GP Meade,8,8,177,176,22.0,5.966101694915254,1.0,False,1497.1169577790633
GP Swann,37,51,803,863,16.92156862745098,6.448318804483187,1.3783783783783783,False,1550.014586894587
GR Napier,1,1,24,28,28.0,7.0,1.0,False,1500.1666666666667
GR Russ,1,0,14,33,,14.142857142857142,0.0,False,1495.0
GRD Munasinghe,4,8,100,112,14.0,6.72,2.0,False,1509.5
GS Sandhu,70,76,1488,1951,25.67105263157895,7.866935483870968,1.0857142857142856,False,1474.5110122820654
GSNFG Jayasuriya,6,2,108,159,79.5,8.833333333333334,0.3333333333333333,False,1479.7500000000002
GT Main,13,20,256,342,17.1,8.015625,1.5384615384615385,False,1511.0188034188034
GT Taylor,8,10,151,218,21.8,8.662251655629138,1.25,False,1493.0320512820515
GW Aldridge,1,1,24,45,45.0,11.25,1.0,False,1498.75
Gagandeep Singh,16,8,295,389,48.625,7.911864406779661,0.5,False,1460.4050025138265
Garret Banner,11,11,243,293,26.636363636363637,7.234567901234568,1.0,False,1501.5710612916496
Gaurav,1,1,14,27,27.0,11.571428571428571,1.0,False,1498.642857142857
Gaurav Chaudhary,2,2,48,60,30.0,7.5,1.0,False,1500.0
Gaurav Gambhir,6,5,120,100,20.0,5.0,0.8333333333333334,False,1493.6944444444443
Gaurav Kumar,1,1,19,36,36.0,11.368421052631579,1.0,False,1498.7105263157894
Gaurav Mishra,12,6,216,244,40.666666666666664,6.777777777777778,0.5,False,1472.4813199665828
Gaurav Singh,1,1,12,18,18.0,9.0,1.0,False,1499.5
Gaurav Tiwari,15,16,346,375,23.4375,6.502890173410405,1.0666666666666667,False,1487.9508187134502
Gaurav Yadav,8,8,171,217,27.125,7.614035087719298,1.0,False,1499.9351754385964
Gayan Munaweera,16,22,343,452,20.545454545454547,7.906705539358601,1.375,False,1523.0289865689863
Ghayour Ahmad,1,0,19,14,,4.421052631578948,0.0,False,1496.0263157894738
Ghulam Abbas Butt,5,3,101,100,33.333333333333336,5.940594059405941,0.6,False,1492.5266666666666
Ghulam Ahmadi,38,52,932,954,18.346153846153847,6.141630901287553,1.368421052631579,False,1533.3087948131197
Ghulam Mudassar,11,14,245,394,28.142857142857142,9.648979591836735,1.2727272727272727,False,1496.9781362007166
Girinath Reddy,12,10,221,282,28.2,7.656108597285067,0.8333333333333334,False,1489.5555555555557
Girish Rauturi,5,6,90,145,24.166666666666668,9.666666666666666,1.2,False,1497.0817813765182
Govinda Poddar,11,9,214,238,26.444444444444443,6.672897196261682,0.8181818181818182,False,1488.7788888888888
Guido Angeletti,5,7,102,97,13.857142857142858,5.705882352941177,1.4,False,1505.7894736842106
Guillermo Aburto,1,1,22,17,17.0,4.636363636363637,1.0,False,1500.9545454545455
Gulsan Jha,26,21,455,524,24.952380952380953,6.90989010989011,0.8076923076923077,False,1476.266472591736
Gurdeep Singh,1,2,24,16,8.0,4.0,2.0,False,1505.0
Gurinder Singh,28,33,627,739,22.393939393939394,7.07177033492823,1.1785714285714286,False,1510.424188034188
Gurkeerat Singh,9,6,143,166,27.666666666666668,6.965034965034965,0.6666666666666666,False,1486.465811965812
Gurnoor Brar,1,0,21,42,,12.0,0.0,False,1495.0
Gurpratap Singh,9,19,220,235,12.368421052631579,6.409090909090909,2.111111111111111,False,1524.391812865497
Gurpreet Singh,2,0,28,27,,5.785714285714286,0.0,False,1491.174358974359
H Bharadwaj,12,19,278,236,12.421052631578947,5.0935251798561145,1.5833333333333333,False,1508.3427035537563
H Carlyon,15,14,273,265,18.928571428571427,5.824175824175824,0.9333333333333333,False,1491.9564564564564
H Dandapani,2,2,46,63,31.5,8.217391304347826,1.0,False,1499.7843137254902
H Deshan,3,6,60,72,12.0,7.2,2.0,False,1499.1666666666667
H Elder,2,1,36,33,33.0,5.5,0.5,False,1496.1270903010034
H Fennell,21,41,480,463,11.292682926829269,5.7875,1.9523809523809523,False,1549.396779536253
H Gori,1,1,13,22,22.0,10.153846153846155,1.0,False,1499.1153846153845
H Hiri,1,3,12,6,2.0,3.0,3.0,False,1505.0
H Ivanov,1,0,13,11,,5.0769230769230775,0.0,False,1495.8076923076924
H Kerr,44,54,899,1258,23.296296296296298,8.39599555061179,1.2272727272727273,False,1512.1165497076026
H Khogiyani,9,7,200,237,33.857142857142854,7.109999999999999,0.7777777777777778,False,1491.6776664417455
H Khuttan,2,0,32,51,,9.5625,0.0,False,1490.5
H Klazinge,5,11,104,113,10.272727272727273,6.51923076923077,2.2,False,1509.6666666666667
H Lakov,20,26,534,665,25.576923076923077,7.47191011235955,1.3,False,1522.1620399141086
H Lin Aung,10,12,197,218,18.166666666666668,6.6395939086294415,1.2,False,1502.0833333333335
H Lin Oo,5,2,77,119,59.5,9.272727272727272,0.4,False,1484.293650793651
H Masakadza,3,0,36,62,,10.333333333333334,0.0,False,1485.0
H McKenzie,5,3,109,139,46.333333333333336,7.651376146788991,0.6,False,1489.0
H Osinde,4,3,70,103,34.333333333333336,8.82857142857143,0.75,False,1490.5
H Patel,3,2,56,71,35.5,7.607142857142857,0.6666666666666666,False,1495.3461538461538
H Pieterse,1,1,18,11,11.0,3.6666666666666665,1.0,False,1501.2777777777778
H Rashid,3,2,74,99,49.5,8.027027027027026,0.6666666666666666,False,1494.4966666666667
H Rathod,18,33,395,428,12.969696969696969,6.501265822784811,1.8333333333333333,False,1545.8721322537112
H Satheedevi,2,3,72,131,43.666666666666664,10.916666666666666,1.5,False,1502.9025974025974
H Sharma,2,0,30,62,,12.4,0.0,False,1490.0
H Singh,1,1,12,18,18.0,9.0,1.0,False,1499.5
H Ssenyondo,71,99,1505,1363,13.767676767676768,5.433887043189369,1.3943661971830985,False,1548.2195321637428
H Thaker,37,40,699,707,17.675,6.068669527896995,1.0810810810810811,False,1498.9225146198833
H Venkataram,6,11,132,152,13.818181818181818,6.909090909090909,1.8333333333333333,False,1509.6473684210528
H Virdee,1,1,12,26,26.0,13.0,1.0,False,1498.1666666666667
HA Chohan,24,28,473,476,17.0,6.038054968287526,1.1666666666666667,False,1511.2159829059829
HA Varaiya,11,12,230,237,19.75,6.182608695652173,1.0909090909090908,False,1507.1166666666666
HAG Madhushanka,1,0,12,18,,9.0,0.0,False,1495.0
HAM Shah,12,22,227,219,9.954545454545455,5.788546255506607,1.8333333333333333,False,1518.7063652721552
HB Dickson,6,6,150,128,21.333333333333332,5.12,1.0,False,1503.155238095238
HB Shipley,4,2,83,144,72.0,10.409638554216867,0.5,False,1488.8148148148148
HC Overdijk,1,1,13,11,11.0,5.0769230769230775,1.0,False,1500.8076923076924
HER Tyler,10,12,255,372,31.0,8.75294117647059,1.2,False,1484.6498483595258
HF Gurney,32,41,731,899,21.926829268292682,7.378932968536252,1.28125,False,1528.4531475939943
HH Pandya,197,216,3921,5389,24.949074074074073,8.24636572302984,1.0964467005076142,True,1419.3471244602213
HJ Manenti,13,30,313,301,10.033333333333333,5.769968051118211,2.3076923076923075,False,1551.7363562753037
HK Bennett,10,10,225,337,33.7,8.986666666666666,1.0,False,1495.6095488721805
HL Harji,6,6,131,168,28.0,7.694656488549619,1.0,False,1494.8992592592595
HM Chauhan,1,1,24,37,37.0,9.25,1.0,False,1499.4166666666667
HMCM Bandara,4,4,86,97,24.25,6.767441860465116,1.0,False,1496.3333333333333
HMRKB Herath,22,28,487,480,17.142857142857142,5.9137577002053385,1.2727272727272727,False,1479.5377777777776
HN Ya France,10,7,154,156,22.285714285714285,6.077922077922078,0.7,False,1489.985042735043
HNA Conway,23,22,502,697,31.681818181818183,8.330677290836652,0.9565217391304348,False,1479.3342795021742
HP Kingston,4,4,69,112,28.0,9.73913043478261,1.0,False,1498.345864661654
HP Patel,26,32,560,606,18.9375,6.492857142857143,1.2307692307692308,False,1521.7648891459419
HR Shokeen,11,6,207,290,48.333333333333336,8.405797101449275,0.5454545454545454,False,1472.8630769230772
HR Walsh,60,67,1225,1584,23.64179104477612,7.758367346938776,1.1166666666666667,False,1480.2958446455502
HS Baidwan,6,7,126,149,21.285714285714285,7.095238095238095,1.1666666666666667,False,1500.4606837606839
HS Bedi,1,0,12,19,,9.5,0.0,False,1495.0
HT Tector,6,7,127,122,17.428571428571427,5.763779527559055,1.1666666666666667,False,1506.7966666666666
HTRY Thornton,31,49,692,990,20.20408163265306,8.583815028901734,1.5806451612903225,False,1539.147656320288
HV Mandhyan,17,24,411,481,20.041666666666668,7.021897810218978,1.411764705882353,False,1519.0784249084252
HV Patel,160,235,3601,5089,21.65531914893617,8.479311302415995,1.46875,True,1646.0361804458894
HWR Cartwright,2,4,45,75,18.75,10.0,2.0,False,1508.32
Habib Khan,13,21,364,381,18.142857142857142,6.28021978021978,1.6153846153846154,False,1522.7541074909495
Haider Ali,3,3,72,69,23.0,5.75,1.0,False,1495.0
Haider Butt,5,7,85,70,10.0,4.9411764705882355,1.4,False,1501.9666666666667
Hamid Mahmood,14,15,264,224,14.933333333333334,5.090909090909091,1.0714285714285714,False,1506.9087024087025
Hamid Safi,1,3,19,16,5.333333333333333,5.052631578947369,3.0,False,1505.0
Hammad Azam,2,0,31,60,,11.61290322580645,0.0,False,1490.0
Hamza Dar,2,1,38,58,58.0,9.157894736842106,0.5,False,1494.154761904762
Hamza Tahir,16,23,375,509,22.130434782608695,8.144,1.4375,False,1508.038888888889
Harbhajan Singh,198,206,4401,5024,24.388349514563107,6.849352419904567,1.0404040404040404,True,1439.467105989612
Hardik Rathod,1,0,12,20,,10.0,0.0,False,1495.0
Haris Karim,1,1,25,53,53.0,12.719999999999999,1.0,False,1498.26
Haris Rauf,186,276,4265,5970,21.630434782608695,8.398593200468932,1.4838709677419355,True,1690.4811517789774
Harishankar Reddy,20,26,442,635,24.423076923076923,8.619909502262443,1.3,False,1498.42
Harmeet Singh,60,67,1322,1597,23.83582089552239,7.248108925869894,1.1166666666666667,False,1497.8382372598167
Haroon Arshad,24,30,488,634,21.133333333333333,7.7950819672131155,1.25,False,1487.4087024087025
Haroon Shahid,1,1,19,31,31.0,9.789473684210527,1.0,False,1499.2368421052631
Harpreet Brar,70,70,1426,1754,25.057142857142857,7.380084151472651,1.0,False,1453.651929824562
Harpreet Singh,4,4,75,64,16.0,5.12,1.0,False,1500.948717948718
Harprit Singh,1,1,13,11,11.0,5.0769230769230775,1.0,False,1500.8076923076924
Harry Johnson,6,8,173,236,29.5,8.184971098265896,1.3333333333333333,False,1503.1054002527685
Harsh Dubey,7,7,128,171,24.428571428571427,8.015625,1.0,False,1494.5654700854702
Harsh Tyagi,28,21,557,634,30.19047619047619,6.829443447037702,0.75,False,1470.3482905982905
Harsh Vikram Singh,5,3,89,130,43.333333333333336,8.764044943820224,0.6,False,1489.7333333333333
Harshit Rana,35,47,753,1149,24.4468085106383,9.155378486055778,1.3428571428571427,False,1527.6778844547266
Harshit Rathod,1,1,25,24,24.0,5.76,1.0,False,1500.58
Hasan Ali,151,223,3469,4763,21.358744394618835,8.23810896511963,1.4768211920529801,True,1633.2520937736435
Hasan Mahmud,29,35,639,823,23.514285714285716,7.727699530516432,1.206896551724138,False,1515.0117049032838
Hasan Murad,1,0,12,16,,8.0,0.0,False,1495.0
Haseeb Amjad,16,31,335,398,12.838709677419354,7.128358208955223,1.9375,False,1515.825946275946
Hassan Khan,26,16,478,604,37.75,7.581589958158995,0.6153846153846154,False,1454.0433159822635
Hassan Khan Mohammad,1,0,13,22,,10.153846153846155,0.0,False,1495.0
Hassan Mehmood,3,6,78,101,16.833333333333332,7.769230769230769,2.0,False,1509.1486486486488
Hassnain Shah,1,0,12,27,,13.5,0.0,False,1495.0
Hayatullah Niazi,2,2,45,54,27.0,7.2,1.0,False,1500.1666666666665
Hazrat Luqman,2,1,38,64,64.0,10.105263157894738,0.5,False,1494.5
Hem Chetri,1,1,18,22,22.0,7.333333333333333,1.0,False,1500.0555555555557
Hemang Patel,10,9,157,180,20.0,6.878980891719745,0.9,False,1491.8528693528697
Henry Renthlei,1,1,20,33,33.0,9.9,1.0,False,1499.2
Heramb Parab,4,8,93,113,14.125,7.290322580645161,2.0,False,1500.0
Himan Phukan,2,1,43,37,37.0,5.162790697674418,0.5,False,1496.3866666666668
Himanshu Bisht,13,14,246,290,20.714285714285715,7.073170731707317,1.0769230769230769,False,1490.1733333333334
Himanshu Sangwan,6,5,139,222,44.4,9.58273381294964,0.8333333333333334,False,1492.25
Hisham Sheikh,27,28,585,674,24.071428571428573,6.912820512820513,1.037037037037037,False,1487.6197680097678
Hiten Dalal,1,1,13,16,16.0,7.384615384615385,1.0,False,1500.0384615384614
Hitesh Kadam,2,0,30,45,,9.0,0.0,False,1490.0
Hitesh Yadav,1,1,18,21,21.0,7.0,1.0,False,1500.1666666666667
Hmar Zothanchhunga,1,1,18,17,17.0,5.666666666666667,1.0,False,1500.611111111111
Hokaito Zhimomi,2,2,24,34,17.0,8.5,1.0,False,1500.0
Homendro Kabrambam,10,6,198,277,46.166666666666664,8.393939393939394,0.6,False,1474.9609941520469
Hrishi Raj,2,4,50,70,17.5,8.399999999999999,2.0,False,1504.1363636363637
Hunain Shah,7,8,136,198,24.75,8.735294117647058,1.1428571428571428,False,1500.8508771929824
Hussain Talat,20,21,335,494,23.523809523809526,8.84776119402985,1.05,False,1496.4550061050059
Huzaif Yousuf,3,3,62,92,30.666666666666668,8.903225806451612,1.0,False,1495.0
Huzaifa Mohammed,20,26,519,523,20.115384615384617,6.046242774566474,1.3,False,1524.2366666666665
I Asif,4,7,70,87,12.428571428571429,7.457142857142857,1.75,False,1505.1373626373627
I Danladi,23,30,410,353,11.766666666666667,5.1658536585365855,1.3043478260869565,False,1509.9220647773275
I Elec,7,6,117,127,21.166666666666668,6.512820512820513,0.8571428571428571,False,1488.684210526316
I Kamara,5,5,84,75,15.0,5.357142857142857,1.0,False,1496.5555555555554
I Khan,23,28,456,445,15.892857142857142,5.855263157894737,1.2173913043478262,False,1513.1535897435901
I Manack,1,0,13,20,,9.230769230769232,0.0,False,1495.0
I Master,1,1,20,28,28.0,8.4,1.0,False,1499.7
I Mugisha,5,5,97,99,19.8,6.123711340206185,1.0,False,1501.25
I Ntirenganya,28,29,563,676,23.310344827586206,7.204262877442274,1.0357142857142858,False,1496.386024784183
I Sharma,144,126,3185,4262,33.82539682539682,8.028885400313971,0.875,True,1367.7731855473962
I Stewart,1,4,25,20,5.0,4.8,4.0,False,1505.0
I Takahashi,29,28,511,486,17.357142857142858,5.706457925636007,0.9655172413793104,False,1502.0772649572648
I Tchakou,3,5,43,47,9.4,6.558139534883721,1.6666666666666667,False,1505.0
I Uboh,4,4,68,92,23.0,8.117647058823529,1.0,False,1498.5526315789473
