player,total_runs,total_balls,matches_played,bat_avg,strike_rate,milestone_1000_runs,batting_elo
Maaz Sadaqat,78,49,3,26.0,159.18367346938774,False,1508.4105630328886
Mabsar Abdulla,11,23,1,11.0,47.82608695652174,False,1502.2362140620164
Madhav Avsh,2,9,1,2.0,22.22222222222222,False,1498.1992323303746
Madhav Kaushik,67,64,4,16.75,104.6875,False,1512.7652959397753
Madhawa Basnayaka,40,46,3,13.333333333333334,86.95652173913044,False,1502.7317051953305
Mahedi Hasan,407,420,45,9.044444444444444,96.9047619047619,False,1508.9972429184156
Mahmad Data,0,1,1,0.0,0.0,False,1495.0
Mahmud Jasat,224,319,17,13.176470588235293,70.21943573667711,False,1525.1442690454712
Mahmudul Hasan Joy,5,10,1,5.0,50.0,False,1500.2177231961955
Mahmudullah,2795,2472,157,17.802547770700638,113.0663430420712,True,1838.4800960856662
Maidul Islam,143,159,6,23.833333333333332,89.937106918239,False,1506.7052815164443
Mamoon Latif,44,49,4,11.0,89.79591836734694,False,1502.8395260368127
Manan Ali,559,401,31,18.032258064516128,139.40149625935163,False,1557.4735061825754
Manan Bashir,35,32,2,17.5,109.375,False,1502.018490865821
Manan Sharma,21,16,2,10.5,131.25,False,1501.9230047126398
Mandeep Singh,2976,2337,141,21.106382978723403,127.34274711168166,True,1767.3056799823353
Mandup Bhutia,40,58,9,4.444444444444445,68.96551724137932,False,1484.9014820227421
Mangal Mahrour,342,355,17,20.11764705882353,96.3380281690141,False,1527.4283141750998
Manik Beri,17,18,1,17.0,94.44444444444444,False,1503.4169555265698
Manik Gupta,9,8,1,9.0,112.5,False,1501.7052815164443
Manisankar Murasingh,535,384,32,16.71875,139.32291666666669,False,1571.765620897734
Manish Dogra,1,3,1,1.0,33.33333333333333,False,1497.018490865821
Manish Golamaru,30,38,5,6.0,78.94736842105263,False,1497.105068166166
Manish Sharma,20,58,3,6.666666666666667,34.48275862068966,False,1497.93729706007
Manjeet Singh,9,6,2,4.5,150.0,False,1496.7052815164443
Manjinder Singh,27,42,2,13.5,64.28571428571429,False,1505.5711341141096
Manjot Kalra,13,14,2,6.5,92.85714285714286,False,1497.6851111331118
Manogaran Pooviarasan,0,1,1,0.0,0.0,False,1495.0
Manoj Adhikari,34,55,6,5.666666666666667,61.81818181818181,False,1502.3688699596592
Manoj Singh,79,62,4,19.75,127.41935483870968,False,1511.20187630832
Manpreet Singh,1160,995,58,20.0,116.58291457286431,True,1630.8042564979858
Mansoor Malangzai,28,17,1,28.0,164.70588235294116,False,1504.805790264997
Mansoor Safi,135,67,5,27.0,201.49253731343282,False,1508.5713704302707
Mansoor Shah,2,2,1,2.0,100.0,False,1498.1992323303746
Manuel Iturbe,33,43,3,11.0,76.74418604651163,False,1506.2888101300614
Manvan Patel,10,7,3,3.3333333333333335,142.85714285714286,False,1494.5976969911235
Manzoor Dar,146,131,11,13.272727272727273,111.45038167938932,False,1506.8907056395756
Maqsood Ahmad,13,19,1,13.0,68.42105263157895,False,1502.6851111331118
Marimuthu Vikneshwaran,161,179,21,7.666666666666667,89.94413407821229,False,1505.3744924121388
Mario Ovalle,2,8,1,2.0,25.0,False,1498.1992323303746
Mark Ingty,58,43,3,19.333333333333332,134.88372093023256,False,1508.524776368052
Mashrafe Mortaza,366,285,43,8.511627906976743,128.42105263157896,False,1516.7540489959022
Masood Jayezeh,1,5,1,1.0,20.0,False,1497.018490865821
Matiullah Khan,1,6,2,0.5,16.666666666666664,False,1492.018490865821
Mayank Dagar,53,73,12,4.416666666666667,72.6027397260274,False,1482.432057039776
Mayank Mishra,34,55,9,3.7777777777777777,61.81818181818181,False,1482.4662719465127
Mayank Nagayach,27,25,2,13.5,108.0,False,1505.279684401
Mayank Raghav,301,218,6,50.166666666666664,138.07339449541286,False,1523.1037461771932
Mayank Rawat,24,21,1,24.0,114.28571428571428,False,1504.3735813012465
Mayank Sidhana,39,41,5,7.8,95.1219512195122,False,1499.6544915775592
Mazhar Khan,11,29,4,2.75,37.93103448275862,False,1492.4539372582121
Mazharul Islam,220,240,13,16.923076923076923,91.66666666666666,False,1513.936177189411
Md Ariyan,15,17,1,15.0,88.23529411764706,False,1503.073963463284
Md Nazim,2,3,1,2.0,66.66666666666666,False,1498.1992323303746
Md Saptula,4,8,3,1.3333333333333333,50.0,False,1491.055472597463
Md Shafiqul Haque,88,66,4,22.0,133.33333333333331,False,1513.9414955784607
Meet Ahir,66,68,3,22.0,97.05882352941177,False,1508.4105630328886
Meet Bhavsar,1497,1182,58,25.810344827586206,126.6497461928934,True,1644.3903951232244
Mehboob Ali,255,137,6,42.5,186.13138686131387,False,1518.21626011681
Mehdi Hassan,21,31,8,2.625,67.74193548387096,False,1484.9078745164238
Mehedi Hasan Miraz,381,344,26,14.653846153846153,110.75581395348837,False,1543.4666544338154
Mehrab Hossain jnr,16,27,2,8.0,59.25925925925925,False,1502.6494513904427
Mehran Khan,314,303,38,8.263157894736842,103.63036303630363,False,1505.3573096017635
Mehran Mumtaz,0,1,1,0.0,0.0,False,1495.0
Mehran Siasar,0,3,1,0.0,0.0,False,1495.0
Merwais Shinwari,12,24,3,4.0,50.0,False,1492.469303770589
Mian Mehmood,28,33,3,9.333333333333334,84.84848484848484,False,1505.1187551610317
Mickil Jaiswal,63,38,3,21.0,165.78947368421052,False,1506.6161878569444
Mihir Hirwani,24,30,7,3.4285714285714284,80.0,False,1492.8829911569217
Mihir Patel,2,2,1,2.0,100.0,False,1498.1992323303746
Milad Momend,6,23,5,1.2,26.08695652173913,False,1480.666620267291
Milind Kumar,1026,946,45,22.8,108.45665961945032,True,1622.7147566061105
Mir Hamza,25,27,9,2.7777777777777777,92.5925925925926,False,1481.6285225452455
Mirza Ahmed,1,2,2,0.5,50.0,False,1492.018490865821
Mirza Ahsan,293,211,16,18.3125,138.86255924170615,False,1513.87567155702
Mirza Baig,292,236,14,20.857142857142858,123.72881355932203,False,1534.2543227327665
Misbah-ul-Haq,1522,1399,72,21.13888888888889,108.79199428162974,True,1674.500713275988
Mitesh Patel,152,134,8,19.0,113.43283582089552,False,1510.665504276887
Moakumzuk Tzudir,1,4,3,0.3333333333333333,25.0,False,1487.018490865821
Mobashar Ashraf,2,5,1,2.0,40.0,False,1498.1992323303746
Mofassar Saeed,17,20,1,17.0,85.0,False,1503.4169555265698
Mohamed Arief,237,200,14,16.928571428571427,118.5,False,1529.843288854987
Mohamed Azzam,231,325,30,7.7,71.07692307692308,False,1508.3107308664978
Mohamed Coulibaly,20,69,8,2.5,28.985507246376812,False,1485.0137795242333
Mohamed Fadiga,0,4,1,0.0,0.0,False,1495.0
Mohamed Ishmath,0,3,2,0.0,0.0,False,1490.0
Mohamed Khan,6,6,3,2.0,100.0,False,1490.666620267291
Mohamed Mahfooz,45,71,6,7.5,63.38028169014085,False,1504.0329712260705
Mohamed Miuvaan,0,1,1,0.0,0.0,False,1495.0
Mohamed Rishwan,308,377,24,12.833333333333334,81.6976127320955,False,1531.4730117828226
Mohamed Shafeeq,27,30,11,2.4545454545454546,90.0,False,1477.7118620229453
Mohamed Shiyam,37,56,4,9.25,66.07142857142857,False,1500.8210351709918
Mohameed Taiwo,114,161,21,5.428571428571429,70.80745341614907,False,1471.3722055305468
Mohammad Aadil Alam,90,65,7,12.857142857142858,138.46153846153845,False,1513.4949804954751
Mohammad Abbas,1,1,1,1.0,100.0,False,1497.018490865821
Mohammad Abrar,9,16,2,4.5,56.25,False,1498.4169555265698
Mohammad Ahnaff,395,361,18,21.944444444444443,109.41828254847645,False,1546.7931248144957
Mohammad Ahsan,12,14,2,6.0,85.71428571428571,False,1501.0852553113723
Mohammad Ali,9,22,6,1.5,40.909090909090914,False,1482.7607541139073
Mohammad Amin,73,76,4,18.25,96.05263157894737,False,1513.2423451408192
Mohammad Amir,235,228,52,4.519230769230769,103.0701754385965,False,1427.9706521118871
Mohammad Amir Khan,7,10,1,7.0,70.0,False,1501.055472597463
Mohammad Asaduzzaman,1,2,2,0.5,50.0,False,1492.018490865821
Mohammad Asghar,1,6,3,0.3333333333333333,16.666666666666664,False,1487.018490865821
Mohammad Ashraful,384,297,21,18.285714285714285,129.2929292929293,False,1540.577296456887
Mohammad Asif,12,9,4,3.0,133.33333333333331,False,1493.941495578461
Mohammad Atif,1,2,1,1.0,50.0,False,1497.018490865821
Mohammad Ayaz,0,2,1,0.0,0.0,False,1495.0
Mohammad Azab,0,2,1,0.0,0.0,False,1495.0
Mohammad Boota,120,109,13,9.23076923076923,110.09174311926606,False,1512.546475546683
Mohammad Ghazanfar,30,49,11,2.727272727272727,61.224489795918366,False,1479.7303528887664
Mohammad Hafeez,5127,4441,236,21.72457627118644,115.44697140283719,True,2057.413473725097
Mohammad Haris,1350,862,54,25.0,156.6125290023202,True,1641.871260176182
Mohammad Hasnain,84,100,24,3.5,84.0,False,1457.3048277944456
Mohammad Huraira,2,8,1,2.0,25.0,False,1498.1992323303746
Mohammad Ihsan,460,328,13,35.38461538461539,140.2439024390244,False,1553.6551603598818
Mohammad Ilyas,39,46,11,3.5454545454545454,84.78260869565217,False,1487.66223613665
Mohammad Imran,9,7,3,3.0,128.57142857142858,False,1493.4169555265698
Mohammad Irfan,16,36,14,1.1428571428571428,44.44444444444444,False,1450.7888573103053
Mohammad Irfan (4),21,24,8,2.625,87.5,False,1476.3244698727306
Mohammad Irfan (5),4,3,2,2.0,133.33333333333331,False,1494.6867906506234
Mohammad Kamran,122,118,9,13.555555555555555,103.38983050847457,False,1510.6967318267289
Mohammad Mithun,164,185,17,9.647058823529411,88.64864864864866,False,1497.2801051456881
Mohammad Mohsin,25,32,3,8.333333333333334,78.125,False,1499.955787925891
Mohammad Nabi,1627,1231,100,16.27,132.1689683184403,True,1692.684037206859
Mohammad Nadeem,618,579,39,15.846153846153847,106.73575129533678,False,1558.3785400218171
Mohammad Naim,968,934,39,24.82051282051282,103.64025695931478,False,1591.6584193766025
Mohammad Naveed,165,139,19,8.68421052631579,118.70503597122301,False,1509.4663084293625
Mohammad Nawaz,849,676,59,14.389830508474576,125.59171597633136,False,1586.0506751991309
Mohammad Nawaz (3),591,579,49,12.061224489795919,102.07253886010363,False,1550.4807121680437
Mohammad Rizlan,341,299,23,14.826086956521738,114.0468227424749,False,1512.210404359512
Mohammad Rizwan,6714,5491,189,35.523809523809526,122.2728100528137,True,2085.6406983796164
Mohammad Saif,53,70,5,10.6,75.71428571428571,False,1494.0013219889727
Mohammad Saifuddin,228,195,21,10.857142857142858,116.92307692307693,False,1516.1209351857235
Mohammad Salman,5,6,1,5.0,83.33333333333334,False,1500.2177231961955
Mohammad Sami,70,84,18,3.888888888888889,83.33333333333334,False,1477.584295127111
Mohammad Shahzad,189,179,14,13.5,105.58659217877096,False,1514.7986547542735
Mohammad Taha,6,12,2,3.0,50.0,False,1495.666620267291
Mohammad Tauqir,4,6,2,2.0,66.66666666666666,False,1494.6867906506234
Mohammad Umar,4,13,4,1.0,30.76923076923077,False,1486.055472597463
Mohammad Usman,58,63,2,29.0,92.06349206349206,False,1506.7052815164443
Mohammad Wasim,217,213,36,6.027777777777778,101.87793427230048,False,1488.1755045653756
Mohammad Yousuf,50,44,3,16.666666666666668,113.63636363636364,False,1508.1503402394121
Mohammad Zeeshan,0,2,2,0.0,0.0,False,1490.0
Mohammed Alamgir,10,9,1,10.0,111.11111111111111,False,1501.9828311231518
Mohammed Awais,11,16,3,3.6666666666666665,68.75,False,1494.9045138468189
Mohammed Azharuddeen,436,396,27,16.14814814814815,110.1010101010101,False,1544.8469731870234
Mohammed Faraazuddin,24,29,4,6.0,82.75862068965517,False,1493.0383037206147
Mohammed Irshad,112,104,10,11.2,107.6923076923077,False,1509.390488505513
Mohammed Mudhasir,19,25,7,2.7142857142857144,76.0,False,1484.3471592569426
Mohammed Nadeem,7,12,7,1.0,58.333333333333336,False,1475.7422632480861
Mohammed Qasim,54,66,4,13.5,81.81818181818183,False,1511.0900324462593
Mohammed Sameer,38,32,2,19.0,118.75,False,1506.7886213881488
Mohammed Shami,127,129,34,3.735294117647059,98.44961240310077,False,1433.511248702996
Mohammed Siraj,149,178,32,4.65625,83.70786516853933,False,1464.5732025968098
Mohammed Taha,86,80,4,21.5,107.5,False,1504.6867906506234
Mohd Israr,0,2,1,0.0,0.0,False,1495.0
Mohit Ahlawat,27,26,6,4.5,103.84615384615385,False,1487.9784773101028
Mohit Jangra,39,37,4,9.75,105.40540540540539,False,1504.6593899248237
Mohit Kumar,18,10,5,3.6,180.0,False,1491.1930761528542
Mohit Mittan,54,48,3,18.0,112.5,False,1506.312075767228
Mohit Mongia,29,25,3,9.666666666666666,115.99999999999999,False,1505.4458652470191
Mohit Rathee,1,2,1,1.0,50.0,False,1497.018490865821
Mohsin Khan,95,78,15,6.333333333333333,121.79487179487178,False,1492.7876027519828
Mohsin Shabbir,0,2,1,0.0,0.0,False,1495.0
Mohsin Zaki,5,9,2,2.5,55.55555555555556,False,1496.7052815164443
Mominul Haque,76,73,5,15.2,104.10958904109589,False,1514.5092728429054
Monu Kumar,37,25,7,5.285714285714286,148.0,False,1496.5655832891543
Mosaddek Hossain,334,316,31,10.774193548387096,105.69620253164558,False,1528.843094850919
Moshiur Rahman,11,25,3,3.6666666666666665,44.0,False,1498.1037461771934
Mrinmoy Dutta,6,12,3,2.0,50.0,False,1490.666620267291
Mrittunjoy Chowdhury,4,11,1,4.0,36.36363636363637,False,1499.6867906506234
Mrunal Devdhar,766,640,34,22.529411764705884,119.68749999999999,False,1563.4243420861355
Mubasir Khan,49,55,6,8.166666666666666,89.0909090909091,False,1505.845651896741
Mudassar Bukhari,173,169,23,7.521739130434782,102.36686390532543,False,1505.2917717788373
Mudassar Muhammad,86,93,3,28.666666666666668,92.47311827956989,False,1514.2547049278376
Mudassir Iqbal,94,108,8,11.75,87.03703703703704,False,1504.710059658474
Mughavi Wotsa,25,50,3,8.333333333333334,50.0,False,1502.2828081242353
Muhammad Afis,0,1,1,0.0,0.0,False,1495.0
Muhammad Ajmal,5,10,2,2.5,50.0,False,1495.2177231961955
Muhammad Akhlaq,128,104,9,14.222222222222221,123.07692307692308,False,1508.2827778066433
Muhammad Amin,82,87,8,10.25,94.25287356321839,False,1493.1962005062985
Muhammad Amir,425,451,35,12.142857142857142,94.2350332594235,False,1528.0196238859085
Muhammad Asim,159,112,5,31.8,141.96428571428572,False,1505.0
Muhammad Asjed,7,7,1,7.0,100.0,False,1501.055472597463
Muhammad Babar,61,36,1,61.0,169.44444444444443,False,1505.0
Muhammad Burhan,24,31,5,4.8,77.41935483870968,False,1500.3335677455286
Muhammad Fahim,18,28,3,6.0,64.28571428571429,False,1499.9213251951285
Muhammad Faizan,23,41,4,5.75,56.09756097560976,False,1498.7703664444841
Muhammad Farooq,23,17,2,11.5,135.29411764705884,False,1503.7921260807511
Muhammad Jabir,0,16,6,0.0,0.0,False,1470.0
Muhammad Jawadullah,7,10,3,2.3333333333333335,70.0,False,1492.6851111331118
Muhammad Kaleem,70,96,7,10.0,72.91666666666666,False,1496.6266067115728
Muhammad Kashif,175,148,9,19.444444444444443,118.24324324324324,False,1512.6950506746355
Muhammad Khan,13,22,3,4.333333333333333,59.09090909090909,False,1492.6851111331118
Muhammad Moiz,90,78,10,9.0,115.38461538461537,False,1502.0108611693583
Muhammad Muneeb,546,504,21,26.0,108.33333333333333,False,1539.7039308444619
Muhammad Murad,42,53,6,7.0,79.24528301886792,False,1500.2444740860285
Muhammad Musa,59,52,7,8.428571428571429,113.46153846153845,False,1498.2789697761077
Muhammad Nadir,113,168,20,5.65,67.26190476190477,False,1494.9399753907592
Muhammad Naeem,341,225,13,26.23076923076923,151.55555555555554,False,1543.5477908162882
Muhammad Riazullah,6,9,1,6.0,66.66666666666666,False,1500.666620267291
Muhammad Safdar,16,13,2,8.0,123.07692307692308,False,1502.7969293214978
Muhammad Saleem,71,63,7,10.142857142857142,112.6984126984127,False,1510.2373769748267
Muhammad Shahzad,24,18,3,8.0,133.33333333333331,False,1494.3735813012465
Muhammad Shoaib Ahmed,90,89,5,18.0,101.12359550561798,False,1510.5898612960918
Muhammad Siddiqui,248,228,10,24.8,108.77192982456141,False,1528.5991167283387
Muhammad Tahir,3,11,1,3.0,27.27272727272727,False,1499.036981731642
Muhammad Tanveer,1117,844,35,31.914285714285715,132.34597156398104,True,1618.3192977151375
Muhammad Umar,255,216,17,15.0,118.05555555555556,False,1522.297879319849
Muhammad Usman,842,722,37,22.756756756756758,116.62049861495845,False,1589.1570321663849
Muhammad Usman (3),29,21,1,29.0,138.0952380952381,False,1504.9045138468186
Muhammad Wafiq,66,84,17,3.8823529411764706,78.57142857142857,False,1469.735130023653
Muhammad Yasin,171,165,8,21.375,103.63636363636364,False,1515.4589598535833
Muhammad Younis,147,143,11,13.363636363636363,102.79720279720279,False,1511.376584442313
Muhammad Zafar Khan,52,42,4,13.0,123.80952380952381,False,1508.998979493048
Muhammad Zohaib,76,69,3,25.333333333333332,110.14492753623189,False,1511.609795363263
Muhammed Basil,6,14,3,2.0,42.857142857142854,False,1492.2362140620164
Muhammed Imran,1,2,2,0.5,50.0,False,1492.018490865821
Muhammed Manga,149,198,6,24.833333333333332,75.25252525252525,False,1513.175907276006
Muhammed Turkmen,39,29,4,9.75,134.48275862068965,False,1503.6450975773937
Muhammet Bicer,6,8,4,1.5,75.0,False,1487.2362140620164
Muhammet Kursat,0,9,2,0.0,0.0,False,1490.0
Mujeeb Ur Rahman,183,173,30,6.1,105.78034682080926,False,1458.5819981784675
Mujeeb-ur-Rehman,76,77,7,10.857142857142858,98.7012987012987,False,1506.394577396142
Mujibur Ali,26,35,3,8.666666666666666,74.28571428571429,False,1504.3923084832288
Mujtaba Yousuf,0,1,1,0.0,0.0,False,1495.0
Mukesh Choudhary,23,20,5,4.6,114.99999999999999,False,1495.7888573103053
Mukesh Kumar,19,33,12,1.5833333333333333,57.57575757575758,False,1465.6635884432146
Mukhtar Ahmed,193,145,7,27.571428571428573,133.10344827586206,False,1509.5913044974423
Mukhtar Ghulami,208,211,12,17.333333333333332,98.5781990521327,False,1516.2366383909969
Mukhtar Hussain,54,31,5,10.8,174.19354838709677,False,1506.8704124092833
Muktar Ali,19,15,1,19.0,126.66666666666666,False,1503.7237723822652
Munim Shahriar,13,19,3,4.333333333333333,68.42105263157895,False,1498.941495578461
Munir Dar,72,54,2,36.0,133.33333333333331,False,1510.0
Murat Ipek,1,2,2,0.5,50.0,False,1492.018490865821
Murat Yilmaz,2,11,2,1.0,18.181818181818183,False,1493.1992323303746
Murid Ekrami,79,81,12,6.583333333333333,97.53086419753086,False,1493.7860624325983
Musa Shaheen,200,211,16,12.5,94.7867298578199,False,1509.7422146870417
Musaddiq Ahmed,99,57,4,24.75,173.6842105263158,False,1515.1492489155405
Musawar Shah,1,1,1,1.0,100.0,False,1497.018490865821
Musheer Khan,0,3,1,0.0,0.0,False,1495.0
Mushfiqur Rahim,1662,1487,103,16.135922330097088,111.76866173503699,True,1642.167077121012
Muslim Yar,164,129,14,11.714285714285714,127.13178294573643,False,1515.5516197872523
Mustafa Omer,60,72,4,15.0,83.33333333333334,False,1509.3923084832288
Mustafizur Rahman,104,167,46,2.260869565217391,62.27544910179641,False,1384.5173137445752
Mustapha Suwareh,24,55,6,4.0,43.63636363636363,False,1491.76207610288
Mustapha Yusuf,33,36,3,11.0,91.66666666666666,False,1505.9375333762312
Muzahir Raza,14,8,3,4.666666666666667,175.0,False,1498.6346787227653
Muzammil Shahzad,2,16,3,0.6666666666666666,12.5,False,1489.0369817316418
Myat Thu Aung,11,34,3,3.6666666666666665,32.35294117647059,False,1497.4539372582121
Myendung Singpho,6,12,6,1.0,50.0,False,1481.2731957936583
N A Sharma,211,177,15,14.066666666666666,119.2090395480226,False,1509.9694292591394
N Acawei,51,71,5,10.2,71.83098591549296,False,1505.439988218259
N Advani,4,14,4,1.0,28.57142857142857,False,1486.3984646607491
N Ahir,68,123,6,11.333333333333334,55.28455284552846,False,1506.1810703100823
N Brand,16,18,1,16.0,88.88888888888889,False,1503.2505064094466
N Burger,19,48,7,2.7142857142857144,39.58333333333333,False,1487.665267960726
N Chejay,63,99,8,7.875,63.63636363636363,False,1494.6249271940612
N Davidovic,20,11,2,10.0,181.8181818181818,False,1502.93729706007
N Davin,1071,820,43,24.906976744186046,130.609756097561,True,1624.3853044464556
N Deonarine,92,100,13,7.076923076923077,92.0,False,1486.9848447050667
N Dickwella,581,462,34,17.08823529411765,125.75757575757575,False,1559.6261514869473
N Dutta,80,53,7,11.428571428571429,150.9433962264151,False,1508.9113306694805
N Gnanapragasam,0,3,1,0.0,0.0,False,1495.0
N Jagadeesan,957,833,42,22.785714285714285,114.88595438175271,False,1590.683718284229
N Joshi,0,4,1,0.0,0.0,False,1495.0
N Katechis,4,17,2,2.0,23.52941176470588,False,1496.055472597463
N Khanna,213,173,15,14.2,123.121387283237,False,1520.3604157533953
N Knights,193,148,11,17.545454545454547,130.4054054054054,False,1510.9076131015452
N Krishna,60,83,10,6.0,72.28915662650603,False,1494.605599486597
N Kushwah,0,5,2,0.0,0.0,False,1490.0
N M'shangwe,5,4,2,2.5,125.0,False,1495.2177231961955
N Madziva,62,63,8,7.75,98.4126984126984,False,1498.3385903408998
N Mapunda,15,21,1,15.0,71.42857142857143,False,1503.073963463284
N Master,23,19,2,11.5,121.05263157894737,False,1502.2005543193472
N McAndrew,308,211,40,7.7,145.97156398104266,False,1500.1975895493592
N Mugabe,360,353,16,22.5,101.98300283286119,False,1535.2871808836403
N Nankov,1,6,1,1.0,16.666666666666664,False,1497.018490865821
N Naranbaatar,16,99,10,1.6,16.161616161616163,False,1471.1777096404774
N Ndouteng,1,5,2,0.5,20.0,False,1492.018490865821
N Nipiko,754,710,29,26.0,106.19718309859154,False,1582.1249244152864
N Nuntarach,167,265,23,7.260869565217392,63.0188679245283,False,1498.8538224193942
N Pathan,149,132,8,18.625,112.87878787878789,False,1510.788857310305
N Peter,22,20,4,5.5,110.00000000000001,False,1500.9243267016127
N Pokana,45,60,11,4.090909090909091,75.0,False,1488.1194415350992
N Pooran,7132,5007,303,23.537953795379536,142.44058318354305,True,2186.3428686303296
N Pradeep,10,15,4,2.5,66.66666666666666,False,1489.5976969911235
N Rana,4244,3161,160,26.525,134.26130971211643,True,1925.3957856963575
N Saini,395,369,19,20.789473684210527,107.0460704607046,False,1539.232786587913
N Salekar,128,157,12,10.666666666666666,81.52866242038218,False,1511.027062143617
N Senamontree,82,164,23,3.5652173913043477,50.0,False,1470.6852704629214
N Sindhu,108,88,4,27.0,122.72727272727273,False,1517.1488057691113
N Tanner,116,144,7,16.571428571428573,80.55555555555556,False,1517.2921109884596
N Thushara,3,24,11,0.2727272727272727,12.5,False,1450.2177231961955
N Vanua,655,541,40,16.375,121.0720887245841,False,1543.664640719982
N Wadhera,847,603,35,24.2,140.46434494195688,False,1585.2269689905395
N Wijesekera,64,89,7,9.142857142857142,71.91011235955057,False,1504.5063604398538
N Zimonjic,79,84,9,8.777777777777779,94.04761904761905,False,1505.1706020897184
NA Gordon,5,9,2,2.5,55.55555555555556,False,1495.2177231961955
NA Greenwood,844,615,26,32.46153846153846,137.23577235772356,False,1587.936501679114
NA Janes,9,11,2,4.5,81.81818181818183,False,1496.7052815164443
NA Karnik,2,15,1,2.0,13.333333333333334,False,1498.1992323303746
NA Maiolo,34,41,4,8.5,82.92682926829268,False,1499.5802489655148
NA McSweeney,637,559,26,24.5,113.95348837209302,False,1572.4778085015896
NA Rathva,276,234,18,15.333333333333334,117.94871794871796,False,1529.1702546623878
NA Rock,166,164,18,9.222222222222221,101.21951219512195,False,1504.105595464071
NB Budayair,5,17,3,1.6666666666666667,29.411764705882355,False,1490.2177231961955
NB Singh,1,3,2,0.5,33.33333333333333,False,1492.018490865821
NCK Liyanage,8,8,2,4.0,100.0,False,1496.398464660749
NCR Larkin,1069,913,50,21.38,117.08652792990142,True,1600.7642197122752
ND Buchanan,11,16,4,2.75,68.75,False,1491.6161878569444
ND Doshi,0,13,1,0.0,0.0,False,1495.0
ND Laegsgaard,484,343,22,22.0,141.10787172011663,False,1513.0691490753857
ND McKenzie,25,48,5,5.0,52.083333333333336,False,1497.0154590417449
ND Stewart,24,17,8,3.0,141.1764705882353,False,1481.6266067115725
NE Bonner,385,456,21,18.333333333333332,84.4298245614035,False,1554.0253540446151
NF Kelly,21,28,3,7.0,75.0,False,1498.4682296056421
NFI McCallum,8,21,4,2.0,38.095238095238095,False,1486.398464660749
NG Collins,311,357,12,25.916666666666668,87.11484593837535,False,1540.6295899746035
NG Jones,28,25,3,9.333333333333334,112.00000000000001,False,1500.7720459619954
NH Ekanayake,30,45,4,7.5,66.66666666666666,False,1500.8347175771912
NJ Astle,74,69,4,18.5,107.24637681159422,False,1510.9243267016125
NJ Ferraby,133,138,12,11.083333333333334,96.37681159420289,False,1502.3032897613514
NJ Maddinson,2180,1834,116,18.79310344827586,118.86586695747002,True,1702.7454385378355
NJ O'Brien,336,350,22,15.272727272727273,96.0,False,1550.8167036749828
NJ Reardon,721,596,36,20.02777777777778,120.97315436241611,False,1582.5482807603844
NJ Rimmington,125,130,18,6.944444444444445,96.15384615384616,False,1494.8199918319206
NK Aneesh Kumar,39,52,11,3.5454545454545454,75.0,False,1474.063732621475
NK Patel,236,234,17,13.882352941176471,100.85470085470085,False,1517.6463469904972
NK Singh,26,33,3,8.666666666666666,78.78787878787878,False,1501.1020666596817
NK Tiwari,190,228,11,17.272727272727273,83.33333333333334,False,1513.5080627679847
NK Yadav,49,18,2,24.5,272.22222222222223,False,1507.469303770589
NL Bertus,19,23,2,9.5,82.6086956521739,False,1502.7607541139073
NL McCullum,387,402,52,7.4423076923076925,96.26865671641791,False,1491.8216108707018
NL Smith,90,112,6,15.0,80.35714285714286,False,1515.5423022638677
NL Ujawe,3,4,3,1.0,75.0,False,1491.0554725974628
NLTC Perera,2047,1477,134,15.276119402985074,138.59174001354094,True,1718.244667569683
NM Carter,1,6,1,1.0,16.666666666666664,False,1497.018490865821
NM Coulter-Nile,578,470,79,7.3164556962025316,122.97872340425533,False,1469.1868312731294
NM Hauritz,37,31,5,7.4,119.35483870967742,False,1502.6428148926757
NM Lyon,44,53,15,2.933333333333333,83.01886792452831,False,1468.961853974613
NM Odhiambo,359,351,31,11.580645161290322,102.27920227920228,False,1515.2360889449972
NM Salonen,119,131,10,11.9,90.83969465648855,False,1507.1558398615982
NMS Param,254,210,12,21.166666666666668,120.95238095238095,False,1531.0403916099438
NN Banner,41,51,7,5.857142857142857,80.3921568627451,False,1501.728550524295
NN Bhute,10,8,2,5.0,125.0,False,1496.9828311231518
NN Odhiambo,150,155,18,8.333333333333334,96.7741935483871,False,1494.2985960115088
NN Sen,65,61,7,9.285714285714286,106.55737704918033,False,1507.5641400878037
NN Sen Chowdhary,170,194,12,14.166666666666666,87.62886597938144,False,1523.2644573618963
NO Miller,57,71,13,4.384615384615385,80.28169014084507,False,1485.849012566346
NP Kenjige,11,25,10,1.1,44.0,False,1464.9213251951282
NP Winter,0,10,3,0.0,0.0,False,1485.0
NR Hobson,481,373,29,16.586206896551722,128.9544235924933,False,1555.1540384969537
NR Johns-Wickberg,66,93,9,7.333333333333333,70.96774193548387,False,1499.06709329108
NR Kirton,854,707,39,21.897435897435898,120.79207920792079,False,1593.5174641351696
NR Kumar,772,630,36,21.444444444444443,122.53968253968254,False,1594.1082652247576
NR Narah,16,14,3,5.333333333333333,114.28571428571428,False,1497.1560944212124
NR Welch,97,94,7,13.857142857142858,103.19148936170212,False,1513.3833093658156
NRJ Croes,138,112,11,12.545454545454545,123.21428571428572,False,1513.5897179033034
NRJ Young,136,145,15,9.066666666666666,93.79310344827586,False,1494.4888579074802
NS Chaturved,79,82,4,19.75,96.34146341463415,False,1510.230057884496
