player,total_runs,total_balls,matches_played,bat_avg,strike_rate,milestone_1000_runs,batting_elo
DJ Worrall,134,118,21,6.380952380952381,113.55932203389831,False,1472.1224266904155
DJG Sammy,2633,2003,181,14.546961325966851,131.45282076884672,True,1766.343501267588
DJM Moody,8,15,1,8.0,53.333333333333336,False,1501.398464660749
DJM Short,3895,3126,132,29.507575757575758,124.60012795905311,True,1871.6095380070042
DK Anefie,218,189,21,10.380952380952381,115.34391534391534,False,1495.818332822653
DK Dahani,4,4,1,4.0,100.0,False,1499.6867906506234
DK Dahyabhai Ahir,34,48,6,5.666666666666667,70.83333333333334,False,1500.5834688024106
DK Jacobs,8,9,1,8.0,88.88888888888889,False,1501.398464660749
DK Mathias,325,332,14,23.214285714285715,97.89156626506023,False,1534.5172947594035
DK Pallekonda,30,46,7,4.285714285714286,65.21739130434783,False,1494.9014820227426
DK Sharma,0,2,1,0.0,0.0,False,1495.0
DK Shetty,19,20,2,9.5,95.0,False,1503.1037461771932
DKD Warnakulasuriya,2,14,2,1.0,14.285714285714285,False,1493.1992323303746
DKJ Claude,10,33,5,2.0,30.303030303030305,False,1488.2916866594794
DL Brangman,120,125,15,8.0,96.0,False,1492.2268868622925
DL Chahar,296,230,33,8.969696969696969,128.69565217391303,False,1485.4360732777845
DL Hemp,20,30,1,20.0,66.66666666666666,False,1503.8658525976653
DL Maddy,113,80,4,28.25,141.25,False,1516.6563894254816
DL Richards,5,5,2,2.5,100.0,False,1496.7052815164443
DL Vettori,412,409,53,7.773584905660377,100.73349633251834,False,1476.5812960001015
DLR Smith,72,108,14,5.142857142857143,66.66666666666666,False,1488.2963256033818
DLS van Bunge,33,34,6,5.5,97.05882352941177,False,1493.008260024012
DM Bravo,2381,2182,110,21.645454545454545,109.12007332722273,True,1752.6808622185943
DM Dupavillon,20,27,7,2.857142857142857,74.07407407407408,False,1488.7271330518706
DM Gondaria,209,180,11,19.0,116.11111111111111,False,1521.988514363665
DM Mistry,9,7,1,9.0,128.57142857142858,False,1501.7052815164443
DM Nakrani,972,803,55,17.672727272727272,121.04607721046077,False,1591.3661174695092
DM Richards,0,1,1,0.0,0.0,False,1495.0
DM de Silva,909,833,50,18.18,109.12364945978392,False,1613.8234743448884
DMK Grant,1,1,1,1.0,100.0,False,1497.018490865821
DMW Rawlins,1045,733,34,30.735294117647058,142.56480218281035,True,1597.2499285927968
DN Wellalage,89,87,6,14.833333333333334,102.29885057471265,False,1511.801096515154
DNA Ankrah,22,45,3,7.333333333333333,48.888888888888886,False,1502.8227146885033
DNT Zoysa,11,9,2,5.5,122.22222222222223,False,1499.0013219889727
DO Christian,0,2,1,0.0,0.0,False,1495.0
DO Leicher,138,157,11,12.545454545454545,87.89808917197452,False,1513.2868278043995
DO Obuya,84,128,7,12.0,65.625,False,1507.7571351204047
DP Conway,3016,2415,95,31.74736842105263,124.88612836438924,True,1761.0054770615614
DP Hughes,2333,1953,97,24.051546391752577,119.45724526369688,True,1728.790980649031
DP Hyatt,294,338,20,14.7,86.98224852071006,False,1535.1958917869422
DP Michael,162,150,7,23.142857142857142,108.0,False,1506.6161878569444
DP Nannes,30,38,10,3.0,78.94736842105263,False,1480.2766519467154
DP Vijaykumar,1,1,1,1.0,100.0,False,1497.018490865821
DPMD Jayawardene,3676,3024,153,24.026143790849673,121.56084656084656,True,1858.697137026076
DPS Tyagi,13,16,4,3.25,81.25,False,1495.6531695885865
DR Briggs,55,39,7,7.857142857142857,141.02564102564102,False,1496.2673187648988
DR Brown,1,5,1,1.0,20.0,False,1497.018490865821
DR Deshmukh,19,14,2,9.5,135.71428571428572,False,1503.688112639596
DR Drew,61,54,4,15.25,112.96296296296295,False,1511.957346231025
DR Flynn,59,51,5,11.8,115.68627450980394,False,1506.4237771377288
DR Hooper,82,105,9,9.11111111111111,78.0952380952381,False,1509.4155781212878
DR Martyn,139,103,5,27.8,134.95145631067962,False,1510.8645002911005
DR Mousley,19,22,2,9.5,86.36363636363636,False,1503.6346787227653
DR Patankar,291,309,18,16.166666666666668,94.1747572815534,False,1538.584954767879
DR Salpietro,13,27,2,6.5,48.148148148148145,False,1499.48779463641
DR Sams,1066,783,95,11.221052631578948,136.14303959131547,True,1503.9574913465708
DR Shorey,506,463,25,20.24,109.28725701943844,False,1548.8920174752952
DR Smith,5359,4367,210,25.51904761904762,122.71582321960155,True,2024.4908808317948
DR Tawake,59,85,6,9.833333333333334,69.41176470588235,False,1501.9471463370164
DR Tuffey,5,5,2,2.5,100.0,False,1495.2177231961955
DS Airee,1818,1333,71,25.6056338028169,136.384096024006,True,1686.2750812014524
DS Bajwa,403,310,18,22.38888888888889,130.0,False,1544.6505620934904
DS Kulkarni,173,182,32,5.40625,95.05494505494505,False,1479.2097642400577
DS Lehmann,18,19,2,9.0,94.73684210526315,False,1500.4354463923908
DS Maraiwai,71,63,5,14.2,112.6984126984127,False,1508.773727114089
DS Rathi,1,4,1,1.0,25.0,False,1497.018490865821
DS Smith,282,245,12,23.5,115.10204081632654,False,1532.195179999346
DS Vosloo,15,20,1,15.0,75.0,False,1503.073963463284
DT Christian,2807,2215,188,14.930851063829786,126.72686230248307,True,1759.1278816650956
DT Doram,2,2,2,1.0,100.0,False,1493.1992323303746
DT Johnston,116,98,11,10.545454545454545,118.36734693877551,False,1511.5744644661227
DT Patil,13,13,2,6.5,100.0,False,1501.3920721670677
DT Tiripano,122,134,9,13.555555555555555,91.04477611940298,False,1517.896183511728
DV Devjani Mutreja,6,23,5,1.2,26.08695652173913,False,1483.7237723822652
DV Macome,6,10,3,2.0,60.0,False,1490.666620267291
DV Varghese,40,62,8,5.0,64.51612903225806,False,1495.4621972822242
DW Lawrence,237,188,12,19.75,126.06382978723406,False,1524.5625844243941
DW Steyn,194,200,48,4.041666666666667,97.0,False,1429.6113023424896
DYA Davis,7,11,2,3.5,63.63636363636363,False,1497.6851111331118
Damodaran Rohit,405,419,25,16.2,96.65871121718376,False,1543.8325747746248
Dane Leo,0,5,1,0.0,0.0,False,1495.0
Danish Aziz,148,132,10,14.8,112.12121212121211,False,1510.8254606282308
Danish Jasnaik,6,15,3,2.0,40.0,False,1494.2547049278376
Danyal Akbar,30,32,3,10.0,93.75,False,1505.1390483913237
Danyal Raja,69,79,7,9.857142857142858,87.34177215189874,False,1507.355419280954
Darremsanga,2,7,2,1.0,28.57142857142857,False,1493.1992323303746
Darshan Misal,337,342,29,11.620689655172415,98.53801169590643,False,1540.2611550984443
Daryl Ferrario,51,54,4,12.75,94.44444444444444,False,1507.9469952006468
Dasari Swaroop Kumar,1,1,1,1.0,100.0,False,1497.018490865821
Davion Codner,8,15,3,2.6666666666666665,53.333333333333336,False,1495.435446392391
Dawood Ahmadzai,85,121,15,5.666666666666667,70.24793388429752,False,1487.83985551255
Dayal Joy,12,13,2,6.0,92.3076923076923,False,1500.7422632480864
Dayyaan Galiem,34,41,6,5.666666666666667,82.92682926829268,False,1498.6470134110662
Debabrata Pradhan,31,43,6,5.166666666666667,72.09302325581395,False,1496.1945209887867
Debasish Samantray,44,42,2,22.0,104.76190476190477,False,1508.2115670186752
Deendyal Upadhyay,1,4,1,1.0,25.0,False,1497.018490865821
Deepak Behera,11,15,3,3.6666666666666665,73.33333333333333,False,1497.453937258212
Deepak Punia,80,84,7,11.428571428571429,95.23809523809523,False,1511.4878871657777
Deepraj Gaonkar,283,259,19,14.894736842105264,109.26640926640927,False,1532.0014813187822
Delawar Khan,221,175,17,13.0,126.28571428571429,False,1523.7249008191948
Delroy Leo,44,56,2,22.0,78.57142857142857,False,1507.6851111331118
Deng Jinqi,53,101,4,13.25,52.475247524752476,False,1502.453937258212
Denish Das,243,278,14,17.357142857142858,87.41007194244604,False,1541.2187284092315
Dev Lakra,1,2,1,1.0,50.0,False,1497.018490865821
Devender Lohchab,52,82,4,13.0,63.41463414634146,False,1503.3812957839007
Devender Singh,207,206,15,13.8,100.48543689320388,False,1524.0664434551136
Dhananjay Rao,5,8,3,1.6666666666666667,62.5,False,1490.2177231961955
Dharmang Patel,17,28,1,17.0,60.71428571428571,False,1503.4169555265698
Dharmendrasinh Jadeja,106,84,12,8.833333333333334,126.19047619047619,False,1495.4726161368524
Dhavanath,8,12,1,8.0,66.66666666666666,False,1501.398464660749
Dhiman Ghosh,1,2,1,1.0,50.0,False,1497.018490865821
Dhrumil Matkar,2,2,2,1.0,100.0,False,1494.0369817316418
Dhrushant Soni,24,27,5,4.8,88.88888888888889,False,1495.7609904300687
Dhruv Jurel,761,545,43,17.697674418604652,139.63302752293578,False,1570.260336201523
Dhruv Patel,104,88,7,14.857142857142858,118.18181818181819,False,1519.6545893258015
Dhruv Raval,384,291,17,22.58823529411765,131.95876288659792,False,1543.684280273561
Digvijay Rangi,92,80,6,15.333333333333334,114.99999999999999,False,1510.6260371338908
Dikshanshu Negi,318,291,17,18.705882352941178,109.27835051546391,False,1546.4149384671746
Dilbar Hussain,23,25,3,7.666666666666667,92.0,False,1503.8524019189608
Dinesh Mor,98,99,9,10.88888888888889,98.98989898989899,False,1510.3779064312857
Dinesh Rai,15,29,3,5.0,51.724137931034484,False,1498.6346787227656
Dipanjan Dey,124,95,3,41.333333333333336,130.5263157894737,False,1511.7977358455491
Dipayan Debbarma,39,51,3,13.0,76.47058823529412,False,1506.0537732019163
Dippu Sangma,17,28,4,4.25,60.71428571428571,False,1493.7405837305748
Divyang Hinganekar,119,84,10,11.9,141.66666666666669,False,1509.4251842258473
Divyendra Singh,200,224,13,15.384615384615385,89.28571428571429,False,1511.2859966363967
Diwesh Pathania,182,140,15,12.133333333333333,130.0,False,1513.4341608862678
Dylan Steyn,535,430,17,31.470588235294116,124.4186046511628,False,1556.8524488413668
E Batkhuyag,6,13,4,1.5,46.15384615384615,False,1488.7237723822652
E Beukes,351,287,20,17.55,122.29965156794424,False,1546.5599138935454
E Bhonkar,8,17,3,2.6666666666666665,47.05882352941176,False,1496.2731957936587
E Bosch,158,165,17,9.294117647058824,95.75757575757575,False,1513.879909764658
E Chigumbura,874,622,53,16.49056603773585,140.5144694533762,False,1574.3125532069116
E Duff,125,211,14,8.928571428571429,59.241706161137444,False,1498.755097050141
E Dusingizimana,898,845,46,19.52173913043478,106.27218934911242,False,1585.7060524975293
E Ernest,23,45,6,3.8333333333333335,51.11111111111111,False,1487.7905368278166
E Frimpong,6,5,2,3.0,120.0,False,1495.666620267291
E Hasahya,16,25,3,5.333333333333333,64.0,False,1499.3903926495561
E Haven,19,55,4,4.75,34.54545454545455,False,1499.7501960611519
E Henry,1,4,1,1.0,25.0,False,1497.018490865821
E Isaneez,8,13,2,4.0,61.53846153846154,False,1498.073963463284
E Jabarkhel,41,46,5,8.2,89.13043478260869,False,1501.8901901746542
E Jones,70,79,12,5.833333333333333,88.60759493670885,False,1487.3083389316264
E Kahamker,47,41,3,15.666666666666666,114.6341463414634,False,1509.3769419708515
E Karimi,7,21,4,1.75,33.33333333333333,False,1489.9045138468189
E Kubwimana,32,42,13,2.4615384615384617,76.19047619047619,False,1470.4621972822242
E Kuchey,15,27,3,5.0,55.55555555555556,False,1494.9045138468186
E Kuyumcu,17,48,3,5.666666666666667,35.41666666666667,False,1498.0383037206147
E Leie,2,2,1,2.0,100.0,False,1498.1992323303746
E Lewis,4994,3597,191,26.146596858638745,138.83792048929664,True,1924.406227987672
E Malinga,8,4,1,8.0,200.0,False,1501.398464660749
E Mathew,219,245,18,12.166666666666666,89.38775510204081,False,1518.0543519391995
E Munkhbat,0,6,1,0.0,0.0,False,1495.0
E Niyomugabo,317,331,30,10.566666666666666,95.77039274924472,False,1512.9873598577683
E Ochieng,18,19,3,6.0,94.73684210526315,False,1496.4497387398212
E Otgonbayar,23,64,6,3.8333333333333335,35.9375,False,1493.1307580497196
E Otieno,16,37,10,1.6,43.24324324324324,False,1471.1777096404774
E Packard,45,61,4,11.25,73.77049180327869,False,1503.941495578461
E Rukiriza,129,191,28,4.607142857142857,67.5392670157068,False,1467.9342125166604
E Samson,3,3,2,1.5,100.0,False,1494.036981731642
E Schiferli,7,15,2,3.5,46.666666666666664,False,1498.41695552657
E Sebareme,356,368,36,9.88888888888889,96.73913043478261,False,1534.4850277525243
E Solomon,229,217,8,28.625,105.52995391705069,False,1531.5860229479642
E Ul Haq,70,117,7,10.0,59.82905982905983,False,1503.9982901648964
E Walker,3,19,2,1.5,15.789473684210526,False,1495.2177231961955
EB Knowles,50,61,3,16.666666666666668,81.9672131147541,False,1506.941731894622
EB Ringera,21,37,10,2.1,56.75675675675676,False,1479.7005701748565
EC Joyce,446,472,16,27.875,94.49152542372882,False,1559.6394914332093
EC Rainsford,1,2,1,1.0,50.0,False,1497.018490865821
EC Sen,351,286,17,20.647058823529413,122.72727272727273,False,1535.6381035510876
ED Silva,166,93,7,23.714285714285715,178.49462365591398,False,1512.7657995198986
EF Beard,201,180,12,16.75,111.66666666666667,False,1523.4872686545455
EH Hutchinson,16,8,1,16.0,200.0,False,1503.2505064094466
EHSN Silva,32,46,4,8.0,69.56521739130434,False,1503.4441857295078
EJB Miles,20,26,7,2.857142857142857,76.92307692307693,False,1484.3471592569424
EJG Morgan,4691,3765,223,21.03587443946188,124.59495351925631,True,1997.9830025022488
EJM Cowan,67,69,6,11.166666666666666,97.10144927536231,False,1500.057012916847
EMDY Munaweera,381,343,22,17.318181818181817,111.07871720116617,False,1546.0404028992468
EP Gulbis,386,308,28,13.785714285714286,125.32467532467533,False,1536.4261368597256
EP Thompson,1,1,1,1.0,100.0,False,1497.018490865821
ER Dwivedi,320,263,13,24.615384615384617,121.67300380228137,False,1526.5522554021577
ES Szwarczynski,96,112,7,13.714285714285714,85.71428571428571,False,1512.063968937636
Edward Taylor,17,59,2,8.5,28.8135593220339,False,1501.9230047126398
Ehsan Khan,315,303,44,7.159090909090909,103.96039603960396,False,1472.7766875039342
Ehsan Nawaz,9,6,2,4.5,150.0,False,1496.7052815164443
Eknath Kerkar,239,214,16,14.9375,111.68224299065422,False,1514.232563726708
Elan Talker,4,3,1,4.0,133.33333333333331,False,1499.6867906506234
Elias Hasan,22,26,4,5.5,84.61538461538461,False,1499.3471592569424
Elias Sunny,6,4,2,3.0,150.0,False,1497.2362140620164
Emran Shahbakhsh,2,2,1,2.0,100.0,False,1498.1992323303746
Eric Phiri,7,13,2,3.5,53.84615384615385,False,1498.7237723822655
Erik Roy,26,26,2,13.0,100.0,False,1504.7792449797282
Eshaan Ravi,4,4,1,4.0,100.0,False,1499.6867906506234
F Achelam,178,186,22,8.090909090909092,95.6989247311828,False,1491.5389143261789
F Akankwasa,114,119,16,7.125,95.7983193277311,False,1500.6601744240672
F Baleri,69,94,7,9.857142857142858,73.40425531914893,False,1511.0397238900148
F Banunaek,250,336,26,9.615384615384615,74.40476190476191,False,1492.5141214509094
F Behardien,537,433,34,15.794117647058824,124.01847575057737,False,1561.8351179877168
F Campbell,50,76,6,8.333333333333334,65.78947368421053,False,1497.4475447645307
F Choudary,0,1,1,0.0,0.0,False,1495.0
F Clarke,12,25,2,6.0,48.0,False,1497.469303770589
F Damiao Couana,587,457,17,34.529411764705884,128.44638949671773,False,1536.2583980272636
F Hand,39,40,11,3.5454545454545454,97.5,False,1485.396973156057
F Khaliq,76,69,5,15.2,110.14492753623189,False,1508.7271330518704
F Lalmuanzuala,11,37,4,2.75,29.72972972972973,False,1494.7792449797284
F Mutizwa,38,36,3,12.666666666666666,105.55555555555556,False,1502.3812748987232
F Mutua,16,23,5,3.2,69.56521739130434,False,1489.3903926495561
F Nsubuga,170,164,20,8.5,103.65853658536585,False,1501.717836352903
F O'Neill,54,58,7,7.714285714285714,93.10344827586206,False,1505.403569006583
F Pieters,0,2,1,0.0,0.0,False,1495.0
F Stoman,128,177,13,9.846153846153847,72.31638418079096,False,1505.2524998224662
F Suluoto,129,135,10,12.9,95.55555555555556,False,1511.1253362977404
F Thorpe,0,1,1,0.0,0.0,False,1495.0
F du Plessis,8716,6555,284,30.690140845070424,132.9672006102212,True,2355.266503868473
FA Allen,1147,858,92,12.467391304347826,133.6829836829837,True,1559.2790325426668
FA Cossa,250,235,15,16.666666666666668,106.38297872340425,False,1525.1263586297098
FA Klokker,48,46,6,8.0,104.34782608695652,False,1502.569781807545
FD Adams,18,14,4,4.5,128.57142857142858,False,1495.8486837208172
FDW McCreath,53,46,4,13.25,115.21739130434783,False,1502.2005543193472
FE Carava,29,67,5,5.8,43.28358208955223,False,1498.4292902148707
FFJ Heo,20,36,6,3.3333333333333335,55.55555555555556,False,1486.7240086984266
FFZ Nhaduate,18,35,4,4.5,51.42857142857142,False,1495.9961616518724
FH Allen,1809,1144,79,22.89873417721519,158.1293706293706,True,1652.9019373310155
FH Edwards,56,54,19,2.9473684210526314,103.7037037037037,False,1463.7808958142298
FJ Klaassen,56,72,19,2.9473684210526314,77.77777777777779,False,1459.5722694836898
FJ Mpegna,23,44,8,2.875,52.27272727272727,False,1486.2074923543869
FL Patel,75,75,8,9.375,100.0,False,1502.2629649518499
FL Reifer,22,20,1,22.0,110.00000000000001,False,1504.1307684892765
FN Walsh,1,2,1,1.0,50.0,False,1497.018490865821
FY Fazal,631,603,32,19.71875,104.64344941956882,False,1578.594303788523
Fabid Ahmed,218,229,22,9.909090909090908,95.19650655021834,False,1525.292758042749
Fahad Tariq,19,26,4,4.75,73.07692307692307,False,1492.2874881410887
Faheem Ashraf,1348,1002,104,12.961538461538462,134.5309381237525,True,1599.3092288322605
Faheem Nazir,677,471,15,45.13333333333333,143.73673036093416,False,1553.0532886681294
Faheem Nellancheri,128,94,10,12.8,136.17021276595744,False,1516.3545814321687
Faisal Akram,4,2,1,4.0,200.0,False,1499.6867906506234
Faisal Javed,54,27,4,13.5,200.0,False,1501.296586013886
Faisal Khan,1264,776,43,29.3953488372093,162.88659793814432,True,1595.8469123553416
Faisal Mehmood,33,26,2,16.5,126.92307692307692,False,1506.2375360509893
Faisal Mubashir,428,435,20,21.4,98.39080459770115,False,1543.9029011297491
Faisal Raza,126,116,8,15.75,108.62068965517241,False,1513.3941928761953
Faisal Safi,43,32,2,21.5,134.375,False,1500.0
Faiz Ahmed,41,56,2,20.5,73.21428571428571,False,1507.6716604544074
Faizal Salehji,2,2,1,2.0,100.0,False,1498.1992323303746
Faizan Asif,70,73,8,8.75,95.8904109589041,False,1506.6765614433962
Faizan Khan,0,1,1,0.0,0.0,False,1495.0
Faizan Mumtaz,6,15,3,2.0,40.0,False,1492.886022980998
Fakhar Zaman,5077,3793,195,26.035897435897436,133.8518323226997,True,1996.6172263524795
Fakhrul Mohon,8,9,2,4.0,88.88888888888889,False,1496.398464660749
Fanyan Mughal,279,276,17,16.41176470588235,101.08695652173914,False,1519.7214440359298
Faraaz Mehti Abbas,36,47,3,12.0,76.59574468085107,False,1506.542193068926
Farhad Reza,65,93,9,7.222222222222222,69.89247311827957,False,1498.611572629017
Farhan Ahmed,4,8,1,4.0,50.0,False,1499.6867906506234
Faruque Hussain,1,1,1,1.0,100.0,False,1497.018490865821
Farzan Afzal,121,124,3,40.333333333333336,97.58064516129032,False,1508.7405837305748
Fawad Ahmed,86,123,30,2.8666666666666667,69.91869918699187,False,1435.5854288621088
Fawad Alam,189,167,16,11.8125,113.17365269461077,False,1519.6577473394184
Fawad Ali,2,2,1,2.0,100.0,False,1498.1992323303746
Fayaz Khan,140,78,9,15.555555555555555,179.4871794871795,False,1506.2208224509222
Fayaz Mohammad,21,18,3,7.0,116.66666666666667,False,1502.373817617408
Fayyaz Ahmed,11,12,1,11.0,91.66666666666666,False,1502.2362140620164
Fayyaz Butt,156,165,22,7.090909090909091,94.54545454545455,False,1496.573445593753
Fazalhaq Farooqi,6,20,7,0.8571428571428571,30.0,False,1475.435446392391
Fazil Muhammad,29,46,4,7.25,63.04347826086957,False,1502.546391587317
Fazil Rahman,7,16,4,1.75,43.75,False,1487.6851111331118
Fazil Rashid,42,37,4,10.5,113.51351351351352,False,1503.2283783669848
Felix Alemao,22,21,5,4.4,104.76190476190477,False,1495.4458652470191
Festus Benn,246,330,20,12.3,74.54545454545455,False,1520.4172103398312
Fiaz Ahmed,592,529,27,21.925925925925927,111.90926275992439,False,1546.6617112777494
Firas Hussain,100,92,6,16.666666666666668,108.69565217391303,False,1503.9414955784607
Fitri Sham,115,125,19,6.052631578947368,92.0,False,1489.1991125114237
Franz Bur,2,7,1,2.0,28.57142857142857,False,1498.1992323303746
G Ajitesh,14,13,3,4.666666666666667,107.6923076923077,False,1499.2844876417469
G Axtell,0,2,1,0.0,0.0,False,1495.0
G Bakiweyem,108,138,19,5.684210526315789,78.26086956521739,False,1489.1900931434702
G Bruno,17,10,2,8.5,170.0,False,1503.1037461771932
G Burrows,432,376,15,28.8,114.89361702127661,False,1549.2137153323483
G Caisley,16,39,6,2.6666666666666665,41.02564102564102,False,1485.3101775253003
G Campbell,2,9,1,2.0,22.22222222222222,False,1498.1992323303746
G Chaturvedi,85,90,6,14.166666666666666,94.44444444444444,False,1512.177229264979
G Chohan,96,101,10,9.6,95.04950495049505,False,1509.440563819506
G Coetzee,141,128,22,6.409090909090909,110.15625,False,1484.605980982978
G Cupido,0,3,2,0.0,0.0,False,1490.0
G Fatouros,69,54,3,23.0,127.77777777777777,False,1505.5928937503766
G Gambhir,5361,4566,198,27.075757575757574,117.4113009198423,True,2029.981855868929
G Ganbold,44,127,11,4.0,34.645669291338585,False,1487.497499496355
G Goudie,1,3,1,1.0,33.33333333333333,False,1497.018490865821
G Gune,80,89,5,16.0,89.8876404494382,False,1503.9583069267703
G Johnson,2,12,1,2.0,16.666666666666664,False,1498.1992323303746
G Kaltongga,10,12,2,5.0,83.33333333333334,False,1496.9828311231518
G Kansonkho,208,236,15,13.866666666666667,88.13559322033898,False,1513.3288564039408
G Kuthalingham,7,12,2,3.5,58.333333333333336,False,1498.41695552657
G Lalbiakvela,16,40,10,1.6,40.0,False,1470.976797792591
G Malla,841,708,36,23.36111111111111,118.78531073446328,False,1600.6094998592787
G Manan,125,80,7,17.857142857142858,156.25,False,1519.669329466347
G Mckeon,750,560,19,39.473684210526315,133.92857142857142,False,1554.5571547565648
G Motie,197,198,31,6.354838709677419,99.4949494949495,False,1470.8043632744566
G Murali,68,106,3,22.666666666666668,64.15094339622641,False,1510.472410532288
G Ngegba,322,329,18,17.88888888888889,97.87234042553192,False,1529.0217482479595
G Oliveira,14,20,4,3.5,70.0,False,1495.1222370430144
G Riley,5,23,3,1.6666666666666667,21.73913043478261,False,1492.2362140620166
G Roelofsen,198,180,9,22.0,110.00000000000001,False,1523.6855962804411
G Schachat,90,80,2,45.0,112.5,False,1509.3735813012465
G Sesay,100,169,18,5.555555555555555,59.171597633136095,False,1473.8953274798046
G Singh,433,396,25,17.32,109.34343434343434,False,1530.5723471176934
G Singhdeo,20,29,3,6.666666666666667,68.96551724137932,False,1498.5526432482886
G Stewart,360,229,12,30.0,157.20524017467247,False,1517.6820793090358
G Thakur,224,199,9,24.88888888888889,112.56281407035176,False,1526.778626468496
G Van Heerden,107,60,1,107.0,178.33333333333334,False,1505.0
G Venkateswaran,102,120,9,11.333333333333334,85.0,False,1513.0272350300202
G Wijekoon,1,6,2,0.5,16.666666666666664,False,1492.018490865821
GA Lamb,32,55,4,8.0,58.18181818181818,False,1501.1777096404771
GA Manou,24,30,3,8.0,80.0,False,1501.4604258655536
GA Priandana,646,662,34,19.0,97.58308157099698,False,1534.2103019434098
GA Rogers,1,3,1,1.0,33.33333333333333,False,1497.018490865821
GA Singh,174,135,9,19.333333333333332,128.88888888888889,False,1500.9756007806845
GA West,0,1,1,0.0,0.0,False,1495.0
GB Hogg,126,120,23,5.478260869565218,105.0,False,1481.4825573129583
GC Galanis,62,55,9,6.888888888888889,112.72727272727272,False,1504.3216573862082
GC Murtaza,28,40,8,3.5,70.0,False,1484.4091198315384
GC Smith,1623,1429,60,27.05,113.57592722183345,True,1662.3967226258162
GC Tonge,1,1,1,1.0,100.0,False,1497.018490865821
GC Viljoen,215,198,22,9.772727272727273,108.58585858585859,False,1501.1613476042992
GC Wilson,883,888,53,16.660377358490567,99.43693693693693,False,1590.2116280059686
GD Arta,235,334,23,10.217391304347826,70.35928143712576,False,1522.8657505125962
GD Drummond,38,49,3,12.666666666666666,77.55102040816327,False,1500.2177231961955
GD Elliott,382,363,34,11.235294117647058,105.23415977961432,False,1541.0084311701394
GD McGrath,9,17,3,3.0,52.94117647058824,False,1494.9045138468189
GD Phillips,3899,2912,140,27.85,133.89423076923077,True,1888.569380214288
GD Pope,0,1,1,0.0,0.0,False,1495.0
GD Putland,1,4,2,0.5,25.0,False,1492.018490865821
GDR Eranga,1,1,1,1.0,100.0,False,1497.018490865821
GE Gutierrez Chavez,1,5,2,0.5,20.0,False,1492.018490865821
GE Mathurin,20,23,6,3.3333333333333335,86.95652173913044,False,1489.580248965515
GEF Barnett,66,49,2,33.0,134.6938775510204,False,1510.0
GF Gomes,0,1,1,0.0,0.0,False,1495.0
GF Linde,576,432,39,14.76923076923077,133.33333333333331,False,1559.3002682198078
GG Alta,97,124,8,12.125,78.2258064516129,False,1509.9279067258421
GG Banner,91,98,10,9.1,92.85714285714286,False,1498.7874874119955
GG Peters,1,1,1,1.0,100.0,False,1497.018490865821
GH Bodi,8,28,1,8.0,28.57142857142857,False,1501.398464660749
GH Dockrell,1073,854,85,12.623529411764705,125.64402810304449,True,1592.1613803109692
GH O'Brien,25,31,4,6.25,80.64516129032258,False,1502.9952886584124
GH Smit,62,59,2,31.0,105.08474576271188,False,1505.666620267291
GH Vihari,858,798,48,17.875,107.51879699248121,False,1586.267090179461
GH Worker,178,150,8,22.25,118.66666666666667,False,1515.4965521566648
GHS Garton,95,92,16,5.9375,103.26086956521738,False,1491.5612321178296
GI Gokoel,11,27,3,3.6666666666666665,40.74074074074074,False,1494.9045138468189
GI Hume,37,30,4,9.25,123.33333333333334,False,1504.265639247387
GJ Bailey,2747,2126,128,21.4609375,129.20978363123237,True,1799.8075428220202
GJ Batty,4,7,1,4.0,57.14285714285714,False,1499.6867906506234
GJ Delany,1086,829,68,15.970588235294118,131.00120627261762,True,1616.8144296756475
GJ Hopkins,86,72,8,10.75,119.44444444444444,False,1502.4970500686566
GJ Maxwell,8949,6030,365,24.517808219178082,148.40796019900498,True,2290.331814156807
GJ Snyman,2,6,1,2.0,33.33333333333333,False,1498.1992323303746
GJ Thompson,93,79,4,23.25,117.72151898734178,False,1508.4169555265698
GJ van Rensburg,79,113,6,13.166666666666666,69.91150442477876,False,1507.5399990936353
GJP Kruger,3,5,1,3.0,60.0,False,1499.036981731642
GK Berg,153,124,12,12.75,123.38709677419355,False,1510.8497018944977
GK Ghalley,188,225,19,9.894736842105264,83.55555555555556,False,1507.9816441914604
GL Cloete,15,15,2,7.5,100.0,False,1500.8843434634864
GM Hamilton,19,25,4,4.75,76.0,False,1499.6901513202286
GM Muthui,8,13,3,2.6666666666666665,61.53846153846154,False,1493.8658525976655
GM Ntambalika,115,105,7,16.428571428571427,109.52380952380953,False,1516.0363632204098
GM Strydom,97,93,6,16.166666666666668,104.3010752688172,False,1501.7086421860497
GO Jones,33,25,2,16.5,132.0,False,1506.609795363263
GO Sopinho,0,1,1,0.0,0.0,False,1495.0
GP Meade,302,309,23,13.130434782608695,97.73462783171522,False,1527.2822410864912
GP Swann,104,91,15,6.933333333333334,114.28571428571428,False,1490.0434416559738
GPK Wijesingha,102,106,5,20.4,96.22641509433963,False,1512.4904386143555
GR Adair,316,226,11,28.727272727272727,139.8230088495575,False,1526.2732935419008
GR Napier,15,16,1,15.0,93.75,False,1503.073963463284
GR Russ,146,194,13,11.23076923076923,75.25773195876289,False,1507.823559629162
GRD Munasinghe,1,10,3,0.3333333333333333,10.0,False,1487.018490865821
GS Ballance,30,30,1,30.0,100.0,False,1505.0
