date,bowler,bowling_elo,league
2024-10-24,A Alexander,1505.0,T20I
2021-10-22,A Andrews,1505.0,T20I
2021-10-22,A Andrews,1510.0,T20I
2021-10-24,A Andrews,1505.0,T20I
2019-11-09,A Aravinddaraj,1505.0,SMAT
2019-11-11,A Aravinddaraj,1500.5833333333333,SMAT
2019-11-12,A Aravinddaraj,1500.8333333333333,SMAT
2019-11-14,A Aravinddaraj,1495.8333333333333,SMAT
2019-11-15,A Aravinddaraj,1495.2564102564102,SMAT
2021-01-17,A Aravinddaraj,1500.2564102564102,SMAT
2021-01-19,A Aravinddaraj,1495.2564102564102,SMAT
2012-04-26,A Ashish Reddy,1504.8333333333333,IPL
2012-04-29,A Ashish Reddy,1505.7619047619046,IPL
2012-05-01,A Ashish Reddy,1504.893483709273,IPL
2012-05-04,A Ashish Reddy,1504.9319452477343,IPL
2012-05-06,A Ashish Reddy,1504.5519452477342,IPL
2012-05-08,A Ashish Reddy,1508.8519452477342,IPL
2012-05-10,A Ashish Reddy,1503.8519452477342,IPL
2012-05-18,A Ashish Reddy,1498.8519452477342,IPL
2012-05-20,A Ashish Reddy,1503.8519452477342,IPL
2013-04-05,A Ashish Reddy,1502.8519452477342,IPL
2013-04-14,A Ashish Reddy,1502.8519452477342,IPL
2015-04-18,A Ashish Reddy,1502.8904067861956,IPL
2015-05-02,A Ashish Reddy,1507.2237401195289,IPL
2016-04-16,A Ashish Reddy,1507.3904067861956,IPL
2018-01-08,A Ashish Reddy,1506.7365606323494,SMAT
2018-01-09,A Ashish Reddy,1501.7365606323494,SMAT
2018-01-12,A Ashish Reddy,1502.5523501060336,SMAT
2018-01-14,A Ashish Reddy,1497.5523501060336,SMAT
2019-02-21,A Ashish Reddy,1492.5523501060336,SMAT
2019-02-22,A Ashish Reddy,1497.5523501060336,SMAT
2019-02-25,A Ashish Reddy,1492.5523501060336,SMAT
2023-08-20,A Ashok,1505.0,T20I
2020-08-30,A Ashokan,1495.0,T20I
2021-05-22,A Ashokan,1490.0,T20I
2021-09-02,A Ashokan,1485.0,T20I
2021-09-03,A Ashokan,1485.2931034482758,T20I
2022-05-11,A Ashokan,1490.2546419098144,T20I
2022-05-12,A Ashokan,1485.2546419098144,T20I
2022-05-13,A Ashokan,1480.2546419098144,T20I
2022-05-14,A Ashokan,1485.2546419098144,T20I
2022-05-15,A Ashokan,1480.2546419098144,T20I
2022-07-09,A Ashokan,1475.2546419098144,T20I
2022-07-10,A Ashokan,1475.5879752431476,T20I
2022-07-10,A Ashokan,1480.5879752431476,T20I
2022-07-24,A Ashokan,1476.0879752431476,T20I
2022-07-30,A Ashokan,1481.0879752431476,T20I
2022-07-31,A Ashokan,1476.421308576481,T20I
2023-06-11,A Ashokan,1481.421308576481,T20I
2024-12-11,A Badoni,1504.38,SMAT
2022-08-22,A Bhargava,1500.1923076923076,T20I
2014-11-24,A Bhattarai,1505.0,T20I
2021-07-08,A Bishnoi,1500.1969696969697,T20I
2021-07-09,A Bishnoi,1505.1969696969697,T20I
2021-07-10,A Bishnoi,1509.8597603946441,T20I
2023-05-04,A Bishnoi,1510.28568632057,T20I
2023-05-05,A Bishnoi,1505.28568632057,T20I
2023-05-05,A Bishnoi,1510.28568632057,T20I
2023-07-14,A Bishnoi,1509.627791583728,T20I
2023-07-15,A Bishnoi,1510.2111249170612,T20I
2019-01-31,A Bohara,1499.62,T20I
2019-02-01,A Bohara,1504.62,T20I
2019-02-03,A Bohara,1509.4533333333331,T20I
2019-07-14,A Bohara,1509.7866666666664,T20I
2019-07-23,A Bohara,1510.6199999999997,T20I
2019-07-24,A Bohara,1505.6199999999997,T20I
2019-07-27,A Bohara,1505.203333333333,T20I
2019-07-28,A Bohara,1510.203333333333,T20I
2019-09-27,A Bohara,1505.8699999999997,T20I
2019-09-28,A Bohara,1501.5922222222218,T20I
2019-10-01,A Bohara,1502.0152991452987,T20I
2019-10-06,A Bohara,1507.0152991452987,T20I
2019-10-07,A Bohara,1507.4319658119655,T20I
2019-10-09,A Bohara,1512.4319658119655,T20I
2019-12-06,A Bohara,1508.5635447593338,T20I
2019-12-09,A Bohara,1509.5079892037782,T20I
2020-03-01,A Bohara,1504.7579892037782,T20I
2020-03-04,A Bohara,1509.7579892037782,T20I
2021-04-17,A Bohara,1505.0079892037782,T20I
2021-04-20,A Bohara,1503.5913225371114,T20I
2021-04-24,A Bohara,1504.0913225371114,T20I
2022-02-11,A Bohara,1509.0913225371114,T20I
2022-02-14,A Bohara,1514.0913225371114,T20I
2022-02-18,A Bohara,1515.3691003148892,T20I
2022-02-19,A Bohara,1515.424655870445,T20I
2022-02-21,A Bohara,1520.424655870445,T20I
2022-02-22,A Bohara,1525.424655870445,T20I
2022-02-24,A Bohara,1526.3691003148892,T20I
2022-03-28,A Bohara,1531.3691003148892,T20I
2022-03-30,A Bohara,1536.3691003148892,T20I
2022-03-31,A Bohara,1541.2537156995047,T20I
2022-04-02,A Bohara,1542.587049032838,T20I
2022-04-04,A Bohara,1537.587049032838,T20I
2023-09-27,A Bohara,1542.587049032838,T20I
2023-10-03,A Bohara,1537.587049032838,T20I
2023-10-18,A Bohara,1537.087049032838,T20I
2023-10-19,A Bohara,1542.087049032838,T20I
2023-10-23,A Bohara,1547.087049032838,T20I
2023-10-27,A Bohara,1552.087049032838,T20I
2023-10-30,A Bohara,1557.087049032838,T20I
2023-10-31,A Bohara,1562.087049032838,T20I
2023-11-02,A Bohara,1563.087049032838,T20I
2023-11-03,A Bohara,1558.087049032838,T20I
2023-11-05,A Bohara,1557.2322103231606,T20I
2024-02-27,A Bohara,1555.6522103231607,T20I
2024-03-01,A Bohara,1555.5922103231608,T20I
2024-03-02,A Bohara,1550.5922103231608,T20I
2024-03-05,A Bohara,1548.7588769898275,T20I
2024-04-12,A Bohara,1548.8422103231608,T20I
2024-04-13,A Bohara,1548.3422103231608,T20I
2024-04-15,A Bohara,1553.3422103231608,T20I
2024-04-17,A Bohara,1558.3422103231608,T20I
2024-04-20,A Bohara,1553.3422103231608,T20I
2024-06-04,A Bohara,1553.114937595888,T20I
2024-06-04,A Bohara,1552.8876648686153,T20WC
2024-06-14,A Bohara,1548.165442646393,T20I
2024-06-14,A Bohara,1543.443220424171,T20WC
2012-04-23,A Chandila,1495.0833333333333,IPL
2012-05-13,A Chandila,1500.0833333333333,IPL
2012-05-18,A Chandila,1500.8333333333333,IPL
2012-05-20,A Chandila,1495.8333333333333,IPL
2013-04-14,A Chandila,1491.7777777777776,IPL
2013-04-17,A Chandila,1496.7777777777776,IPL
2013-04-20,A Chandila,1492.5277777777776,IPL
2013-04-22,A Chandila,1493.2499999999998,IPL
2013-04-27,A Chandila,1498.2499999999998,IPL
2013-04-29,A Chandila,1493.2499999999998,IPL
2013-05-05,A Chandila,1488.2499999999998,IPL
2013-05-09,A Chandila,1488.7499999999998,IPL
2024-08-02,A Chaubey,1505.0,T20I
2024-08-04,A Chaubey,1500.0,T20I
2023-10-30,A Chaudhary,1495.0,T20I
2023-10-31,A Chaudhary,1490.0,T20I
2024-09-06,A Chaudhary,1488.9615384615386,T20I
2024-09-09,A Chaudhary,1493.9615384615386,T20I
2025-04-09,A Chenthamara,1495.3666666666666,T20I
2025-04-10,A Chenthamara,1490.3666666666666,T20I
2025-04-12,A Chenthamara,1495.3666666666666,T20I
2025-04-13,A Chenthamara,1500.3666666666666,T20I
2017-04-05,A Choudhary,1498.5714285714287,IPL
2017-04-27,A Choudhary,1493.5714285714287,IPL
2017-05-01,A Choudhary,1493.5114285714287,IPL
2017-05-05,A Choudhary,1498.5114285714287,IPL
2017-05-07,A Choudhary,1498.7761344537817,IPL
2018-01-08,A Choudhary,1503.7761344537817,SMAT
2018-01-09,A Choudhary,1504.506903684551,SMAT
2018-01-12,A Choudhary,1505.7127860374922,SMAT
2018-01-13,A Choudhary,1510.7127860374922,SMAT
2018-01-24,A Choudhary,1505.7127860374922,SMAT
2018-01-25,A Choudhary,1504.633838669071,SMAT
2019-02-21,A Choudhary,1503.883838669071,SMAT
2019-02-24,A Choudhary,1504.7171720024044,SMAT
2019-02-28,A Choudhary,1500.0571720024043,SMAT
2019-11-08,A Choudhary,1501.5971720024042,SMAT
2019-11-09,A Choudhary,1506.5971720024042,SMAT
2019-11-12,A Choudhary,1511.5971720024042,SMAT
2019-11-17,A Choudhary,1516.5971720024042,SMAT
2019-11-22,A Choudhary,1516.4305053357375,SMAT
2019-11-25,A Choudhary,1515.7638386690708,SMAT
2019-11-27,A Choudhary,1520.2638386690708,SMAT
2021-01-11,A Choudhary,1525.2638386690708,SMAT
2021-01-13,A Choudhary,1524.7638386690708,SMAT
2021-01-17,A Choudhary,1529.7638386690708,SMAT
2021-01-19,A Choudhary,1534.7638386690708,SMAT
2021-01-29,A Choudhary,1534.627475032707,SMAT
2021-11-05,A Choudhary,1529.627475032707,SMAT
2021-11-18,A Choudhary,1531.4608083660403,SMAT
2022-10-14,A Choudhary,1536.4608083660403,SMAT
2022-10-16,A Choudhary,1537.2941416993735,SMAT
2022-12-01,A Conteh,1505.0,T20I
2022-12-06,A Conteh,1503.3461538461538,T20I
2022-12-08,A Conteh,1499.006153846154,T20I
2022-12-08,A Conteh,1499.1728205128206,T20I
2022-12-09,A Conteh,1504.1728205128206,T20I
2012-09-27,A Dananjaya,1504.6666666666667,T20I
2012-10-01,A Dananjaya,1509.6666666666667,T20I
2012-10-07,A Dananjaya,1510.2777777777778,T20I
2012-10-30,A Dananjaya,1515.2777777777778,T20I
2017-09-06,A Dananjaya,1510.4444444444446,T20I
2017-12-20,A Dananjaya,1505.4444444444446,T20I
2017-12-22,A Dananjaya,1500.4444444444446,T20I
2017-12-24,A Dananjaya,1500.7844444444445,T20I
2018-02-15,A Dananjaya,1495.7844444444445,T20I
2018-02-18,A Dananjaya,1496.6177777777777,T20I
2018-03-06,A Dananjaya,1491.6177777777777,T20I
2018-03-10,A Dananjaya,1486.6177777777777,T20I
2018-03-12,A Dananjaya,1491.6177777777777,T20I
2018-03-16,A Dananjaya,1496.1577777777777,T20I
2018-04-14,A Dananjaya,1491.1577777777777,IPL
2018-08-14,A Dananjaya,1496.1577777777777,T20I
2019-03-19,A Dananjaya,1496.3244444444445,T20I
2019-03-22,A Dananjaya,1496.2411111111112,T20I
2019-03-24,A Dananjaya,1491.2411111111112,T20I
2019-09-01,A Dananjaya,1490.583216374269,T20I
2019-09-03,A Dananjaya,1495.583216374269,T20I
2019-09-06,A Dananjaya,1500.583216374269,T20I
2021-03-03,A Dananjaya,1505.583216374269,T20I
2021-03-05,A Dananjaya,1506.9998830409359,T20I
2021-03-07,A Dananjaya,1501.9998830409359,T20I
2021-06-23,A Dananjaya,1496.9998830409359,T20I
2021-07-25,A Dananjaya,1491.9998830409359,T20I
2021-07-28,A Dananjaya,1496.9998830409359,T20I
2021-07-29,A Dananjaya,1493.583216374269,T20I
2021-09-10,A Dananjaya,1488.583216374269,T20I
2022-08-31,A Dananjaya,1483.583216374269,CPL
2022-09-01,A Dananjaya,1478.583216374269,CPL
2022-09-08,A Dananjaya,1483.583216374269,CPL
2022-09-11,A Dananjaya,1488.583216374269,CPL
2022-09-14,A Dananjaya,1489.083216374269,CPL
2022-09-17,A Dananjaya,1484.8054385964913,CPL
2022-09-21,A Dananjaya,1484.5276608187135,CPL
2023-01-11,A Dananjaya,1483.7776608187135,SAT
2023-01-22,A Dananjaya,1478.7776608187135,SAT
2024-03-04,A Dananjaya,1473.7776608187135,T20I
2022-11-04,A Denuwan,1500.0714285714287,T20I
2022-11-05,A Denuwan,1495.3492063492065,T20I
2024-09-30,A Desai,1495.0,T20I
2025-04-20,A Desai,1500.0,T20I
2025-04-26,A Desai,1505.0,T20I
2025-04-27,A Desai,1510.0,T20I
2025-06-14,A Dhabe,1505.0,T20I
2025-06-14,A Dhabe,1510.0,T20I
2025-06-15,A Dhabe,1505.0,T20I
2025-06-22,A Dhar,1495.5,T20I
2021-09-04,A Dhingra,1505.0,T20I
2021-09-05,A Dhingra,1510.0,T20I
2022-07-08,A Dhingra,1505.0,T20I
2022-07-08,A Dhingra,1504.804347826087,T20I
2022-07-28,A Dhingra,1505.0186335403728,T20I
2022-07-31,A Dhingra,1510.0186335403728,T20I
2023-07-11,A Dhingra,1509.1853002070395,T20I
2023-07-11,A Dhingra,1514.1853002070395,T20I
2023-07-12,A Dhingra,1509.1853002070395,T20I
2023-07-13,A Dhingra,1504.1853002070395,T20I
2023-07-14,A Dhingra,1504.3519668737063,T20I
2023-07-16,A Dhingra,1499.3519668737063,T20I
2023-10-15,A Dhingra,1504.3519668737063,T20I
2022-06-26,A Dizija,1495.0,T20I
2023-10-05,A Dizija,1500.0,T20I
2021-06-25,A Djorovic,1495.0,T20I
2021-06-25,A Djorovic,1493.0714285714287,T20I
2022-07-08,A Djorovic,1488.0714285714287,T20I
2022-07-09,A Djorovic,1483.0714285714287,T20I
2022-07-13,A Djorovic,1478.0714285714287,T20I
2024-10-04,A Donovan,1495.3461538461538,T20I
2021-04-18,A Dutt,1505.0,T20I
2021-04-20,A Dutt,1504.357142857143,T20I
2021-04-21,A Dutt,1499.357142857143,T20I
2022-07-14,A Dutt,1500.1904761904761,T20I
2024-02-28,A Dutt,1499.0904761904762,T20I
2024-02-29,A Dutt,1498.0349206349206,T20I
2024-03-02,A Dutt,1498.3682539682538,T20I
2024-03-03,A Dutt,1498.201587301587,T20I
2024-05-18,A Dutt,1494.0349206349204,T20I
2024-05-22,A Dutt,1489.7454469507097,T20I
2024-06-13,A Dutt,1494.7454469507097,T20I
2024-06-13,A Dutt,1499.7454469507097,T20WC
2024-06-16,A Dutt,1499.8243943191308,T20I
2024-06-16,A Dutt,1499.9033416875518,T20WC
2024-08-25,A Dutt,1499.0187263029363,T20I
2024-08-28,A Dutt,1504.0187263029363,T20I
2024-11-13,A Dutt,1503.9587263029364,T20I
2025-06-15,A Dutt,1508.9587263029364,T20I
2025-06-18,A Dutt,1513.9587263029364,T20I
2025-06-19,A Dutt,1514.2920596362696,T20I
2005-06-13,A Flintoff,1495.8157894736842,T20I
2007-01-09,A Flintoff,1490.8157894736842,T20I
2007-09-13,A Flintoff,1486.3157894736842,T20I
2007-09-14,A Flintoff,1486.6491228070174,T20I
2007-09-16,A Flintoff,1491.6491228070174,T20I
2007-09-18,A Flintoff,1492.8157894736842,T20I
2007-09-19,A Flintoff,1492.675789473684,T20I
2009-04-18,A Flintoff,1491.425789473684,IPL
2009-04-20,A Flintoff,1492.703567251462,IPL
2009-04-23,A Flintoff,1487.703567251462,IPL
2014-12-21,A Flintoff,1482.703567251462,BBL
2014-12-28,A Flintoff,1487.0497210976157,BBL
2015-01-02,A Flintoff,1484.2163877642824,BBL
2015-01-15,A Flintoff,1484.2163877642824,BBL
2021-10-19,A Gbla,1504.7222222222222,T20I
2021-10-21,A Gbla,1505.0555555555554,T20I
2021-10-24,A Gbla,1509.5555555555554,T20I
2021-10-26,A Gbla,1514.5555555555554,T20I
2022-12-02,A Gbla,1514.2863247863247,T20I
2022-12-02,A Gbla,1515.094017094017,T20I
2022-12-05,A Gbla,1520.094017094017,T20I
2023-10-10,A Gbla,1515.094017094017,T20I
2024-11-24,A Gbla,1510.7606837606838,T20I
2024-11-26,A Gbla,1505.7606837606838,T20I
2024-11-27,A Gbla,1510.7606837606838,T20I
2025-06-22,A Gulati,1504.0,T20I
2025-06-10,A Gupta,1505.0,T20I
2025-06-14,A Gupta,1500.0,T20I
2025-06-15,A Gupta,1495.0714285714287,T20I
2021-11-08,A Husain,1505.0,T20I
2021-11-10,A Husain,1505.5,T20I
2023-02-21,A Husain,1506.7142857142858,T20I
2023-02-25,A Husain,1511.7142857142858,T20I
2023-02-26,A Husain,1506.7142857142858,T20I
2023-03-02,A Husain,1507.436507936508,T20I
2023-03-04,A Husain,1502.436507936508,T20I
2024-10-13,A Husain,1503.1434044882321,T20I
2024-09-30,A Johnson,1501.8333333333333,T20I
2025-06-12,A Johnson,1497.3333333333333,T20I
2024-05-01,A Kalasi,1496.3333333333333,T20I
2024-05-02,A Kalasi,1497.6666666666665,T20I
2024-05-04,A Kalasi,1502.6666666666665,T20I
2024-05-05,A Kalasi,1498.9999999999998,T20I
2024-05-06,A Kalasi,1503.9999999999998,T20I
2024-10-19,A Kalasi,1508.9999999999998,T20I
2024-10-20,A Kalasi,1513.9999999999998,T20I
2024-10-23,A Kalasi,1518.9999999999998,T20I
2024-11-19,A Kalasi,1514.4999999999998,T20I
2024-11-23,A Kalasi,1509.4999999999998,T20I
2025-05-07,A Kalasi,1509.4999999999998,T20I
2022-10-30,A Kamboj,1505.0,SMAT
2023-10-16,A Kamboj,1504.7,SMAT
2023-10-17,A Kamboj,1504.123076923077,SMAT
2023-10-23,A Kamboj,1505.4802197802198,SMAT
2024-05-06,A Kamboj,1504.7950345950346,IPL
2024-05-11,A Kamboj,1504.7687188055609,IPL
2024-05-17,A Kamboj,1499.7687188055609,IPL
2025-04-11,A Kamboj,1499.345641882484,IPL
2025-04-14,A Kamboj,1499.6234196602618,IPL
2025-04-25,A Kamboj,1500.345641882484,IPL
2025-04-30,A Kamboj,1495.345641882484,IPL
2025-05-03,A Kamboj,1490.345641882484,IPL
2025-05-07,A Kamboj,1488.6234196602618,IPL
2025-05-20,A Kamboj,1488.7900863269285,IPL
2025-05-25,A Kamboj,1493.7900863269285,IPL
2015-07-01,A Karn,1499.9166666666667,T20I
2024-08-31,A Kaul,1505.0,T20I
2009-03-15,A Khan,1504.8846153846155,T20I
2021-10-15,A Khan,1505.8290598290598,T20I
2021-10-17,A Khan,1510.8290598290598,T20I
2021-10-19,A Khan,1505.8290598290598,T20I
2021-10-20,A Khan,1501.4623931623933,T20I
2022-05-07,A Khan,1506.4623931623933,T20I
2022-05-08,A Khan,1502.2957264957265,T20I
2021-09-02,A Kheterpal,1495.0,T20I
2021-09-03,A Kheterpal,1500.0,T20I
2021-09-04,A Kheterpal,1500.5740740740741,T20I
2021-09-05,A Kheterpal,1505.3817663817665,T20I
2022-05-10,A Kheterpal,1506.2017663817664,T20I
2022-05-10,A Kheterpal,1502.0721367521369,T20I
2022-05-11,A Kheterpal,1507.0721367521369,T20I
2022-05-12,A Kheterpal,1507.434205717654,T20I
2022-05-14,A Kheterpal,1502.534205717654,T20I
2022-05-15,A Kheterpal,1497.534205717654,T20I
2022-06-29,A Kheterpal,1492.7265134099616,T20I
2022-07-01,A Kheterpal,1487.7265134099616,T20I
2023-06-11,A Kheterpal,1486.9633555152247,T20I
2023-08-05,A Kheterpal,1491.9633555152247,T20I
2021-11-08,A Kirschbaum,1495.0,T20I
2021-11-10,A Kirschbaum,1495.82,T20I
2021-11-11,A Kirschbaum,1490.898947368421,T20I
2021-11-13,A Kirschbaum,1490.1681781376517,T20I
2023-02-21,A Kirschbaum,1490.3604858299593,T20I
2023-02-22,A Kirschbaum,1485.3604858299593,T20I
2023-02-25,A Kirschbaum,1480.3604858299593,T20I
2023-02-26,A Kirschbaum,1479.1938191632926,T20I
2023-03-02,A Kirschbaum,1484.1938191632926,T20I
2023-03-04,A Kirschbaum,1480.4938191632925,T20I
2023-10-19,A Kirschbaum,1485.4938191632925,T20I
2024-12-02,A Kirschbaum,1480.4938191632925,T20I
2024-12-07,A Kirschbaum,1485.4938191632925,T20I
2024-12-08,A Kirschbaum,1480.4938191632925,T20I
2024-12-10,A Kirschbaum,1481.6861268556002,T20I
2024-12-11,A Kirschbaum,1486.6861268556002,T20I
2024-12-14,A Kirschbaum,1491.6861268556002,T20I
2024-12-15,A Kirschbaum,1496.6861268556002,T20I
2024-12-16,A Kirschbaum,1501.6861268556002,T20I
2019-07-22,A Krishna,1495.0,T20I
2019-07-26,A Krishna,1500.0,T20I
2019-07-28,A Krishna,1500.388888888889,T20I
2019-09-28,A Krishna,1495.388888888889,T20I
2020-02-29,A Krishna,1500.388888888889,T20I
2020-03-03,A Krishna,1505.388888888889,T20I
2020-03-04,A Krishna,1510.388888888889,T20I
2022-06-28,A Krishna,1515.388888888889,T20I
2022-06-29,A Krishna,1510.388888888889,T20I
2022-07-11,A Krishna,1510.2222222222222,T20I
2022-07-12,A Krishna,1505.2222222222222,T20I
2022-07-17,A Krishna,1503.6313131313132,T20I
2023-10-30,A Krishna,1502.988455988456,T20I
2008-04-26,A Kumble,1495.74,IPL
2008-05-03,A Kumble,1490.74,IPL
2008-05-05,A Kumble,1485.74,IPL
2008-05-08,A Kumble,1485.7955555555557,IPL
2008-05-12,A Kumble,1480.7955555555557,IPL
2008-05-17,A Kumble,1480.4622222222224,IPL
2008-05-19,A Kumble,1485.4622222222224,IPL
2008-05-21,A Kumble,1490.4622222222224,IPL
2008-05-25,A Kumble,1490.1622222222225,IPL
2008-05-28,A Kumble,1485.1622222222225,IPL
2009-04-18,A Kumble,1490.1622222222225,IPL
2009-04-20,A Kumble,1485.5822222222225,IPL
2009-04-22,A Kumble,1480.5822222222225,IPL
2009-04-24,A Kumble,1481.4988888888893,IPL
2009-04-26,A Kumble,1477.165555555556,IPL
2009-04-29,A Kumble,1482.165555555556,IPL
2009-05-01,A Kumble,1487.165555555556,IPL
2009-05-03,A Kumble,1482.165555555556,IPL
2009-05-07,A Kumble,1482.665555555556,IPL
2009-05-10,A Kumble,1477.665555555556,IPL
2009-05-12,A Kumble,1477.8322222222228,IPL
2009-05-14,A Kumble,1482.8322222222228,IPL
2009-05-19,A Kumble,1487.8322222222228,IPL
2009-05-21,A Kumble,1492.8322222222228,IPL
2009-05-23,A Kumble,1487.8322222222228,IPL
2009-05-24,A Kumble,1492.8322222222228,IPL
2010-03-14,A Kumble,1488.7488888888895,IPL
2010-03-16,A Kumble,1483.7488888888895,IPL
2010-03-18,A Kumble,1488.7488888888895,IPL
2010-03-20,A Kumble,1489.5822222222228,IPL
2010-03-23,A Kumble,1490.4988888888895,IPL
2010-03-25,A Kumble,1485.4988888888895,IPL
2010-03-31,A Kumble,1486.4988888888895,IPL
2010-04-02,A Kumble,1486.3588888888894,IPL
2010-04-04,A Kumble,1486.1088888888894,IPL
2010-04-08,A Kumble,1485.5688888888894,IPL
2010-04-10,A Kumble,1486.6288888888894,IPL
2010-04-12,A Kumble,1486.9688888888893,IPL
2010-04-14,A Kumble,1482.1488888888894,IPL
2010-04-17,A Kumble,1481.4488888888893,IPL
2010-04-21,A Kumble,1481.4873504273507,IPL
2010-04-24,A Kumble,1486.4873504273507,IPL
2025-04-18,A Kuthalingham,1500.6052631578948,T20I
2025-04-19,A Kuthalingham,1497.1052631578948,T20I
2022-09-20,A Limdawala,1495.0,T20I
2024-06-28,A Limdawala,1500.0,T20I
2024-10-09,A Limdawala,1496.6666666666667,T20I
2024-10-10,A Limdawala,1497.6282051282053,T20I
2024-10-13,A Limdawala,1498.897435897436,T20I
2020-11-15,A Lyth,1499.1153846153845,PSL
2023-08-05,A Maheshwari,1495.0,T20I
2023-08-06,A Maheshwari,1494.576923076923,T20I
2024-07-13,A Maheshwari,1494.4615384615386,T20I
2024-08-02,A Maheshwari,1494.3528428093646,T20I
2024-08-04,A Maheshwari,1498.1710246275463,T20I
2022-07-15,A Manousis,1499.8846153846155,T20I
2022-07-16,A Manousis,1494.8846153846155,T20I
2022-07-18,A Manousis,1495.8290598290598,T20I
2019-10-01,A Mansale,1500.3947368421052,T20I
2019-10-02,A Mansale,1505.3947368421052,T20I
2019-10-04,A Mansale,1500.3947368421052,T20I
2023-07-25,A Mansale,1495.3947368421052,T20I
2022-07-24,A Martel,1505.0,T20I
2022-07-31,A Martel,1510.0,T20I
2023-08-14,A Martel,1509.7777777777778,T20I
2023-08-15,A Martel,1514.3977777777777,T20I
2024-06-22,A Martel,1509.3977777777777,T20I
2024-06-23,A Martel,1508.529356725146,T20I
2024-08-21,A Martel,1508.918245614035,T20I
2024-08-25,A Martel,1505.0849122807017,T20I
2025-06-06,A Martel,1500.918245614035,T20I
2025-06-07,A Martel,1499.529356725146,T20I
2011-10-11,A Martin,1500.2777777777778,T20I
2013-08-04,A Martin,1495.5277777777778,CPL
2023-09-22,A Mehmood,1498.611111111111,T20I
2024-08-23,A Mehmood,1493.611111111111,T20I
2024-08-24,A Mehmood,1488.611111111111,T20I
2022-06-24,A Mene-Ejegi,1495.0,T20I
2022-06-25,A Mene-Ejegi,1495.8,T20I
2022-06-26,A Mene-Ejegi,1490.8999999999999,T20I
2022-07-08,A Mene-Ejegi,1495.8999999999999,T20I
2022-07-09,A Mene-Ejegi,1500.8999999999999,T20I
2022-07-13,A Mene-Ejegi,1505.8999999999999,T20I
2022-07-15,A Mene-Ejegi,1506.9555555555555,T20I
2022-07-16,A Mene-Ejegi,1501.9555555555555,T20I
2022-07-18,A Mene-Ejegi,1502.869348659004,T20I
2022-07-19,A Mene-Ejegi,1498.6770409666963,T20I
2008-05-11,A Mishra,1504.8,IPL
2008-05-13,A Mishra,1500.7444444444443,IPL
2008-05-15,A Mishra,1505.7444444444443,IPL
2008-05-17,A Mishra,1504.7444444444443,IPL
2008-05-24,A Mishra,1505.3277777777776,IPL
2008-05-30,A Mishra,1509.7877777777776,IPL
2009-04-26,A Mishra,1510.826239316239,IPL
2009-04-28,A Mishra,1515.826239316239,IPL
2009-04-30,A Mishra,1515.4929059829058,IPL
2009-05-02,A Mishra,1510.4929059829058,IPL
2009-05-05,A Mishra,1506.4929059829058,IPL
2009-05-08,A Mishra,1502.4544444444443,IPL
2009-05-10,A Mishra,1507.4544444444443,IPL
2009-05-13,A Mishra,1502.4544444444443,IPL
2009-05-17,A Mishra,1507.4544444444443,IPL
2009-05-21,A Mishra,1502.4544444444443,IPL
2009-05-22,A Mishra,1507.4544444444443,IPL
2010-03-13,A Mishra,1508.0377777777776,IPL
2010-03-15,A Mishra,1512.7044444444443,IPL
2010-03-17,A Mishra,1511.6844444444444,IPL
2010-03-19,A Mishra,1511.803492063492,IPL
2010-03-21,A Mishra,1512.9350710108604,IPL
2010-03-25,A Mishra,1517.9350710108604,IPL
2010-03-29,A Mishra,1518.8517376775271,IPL
2010-03-31,A Mishra,1523.8517376775271,IPL
2010-04-04,A Mishra,1528.8517376775271,IPL
2010-04-07,A Mishra,1523.8517376775271,IPL
2010-04-11,A Mishra,1525.0184043441939,IPL
2010-04-13,A Mishra,1520.0184043441939,IPL
2010-04-15,A Mishra,1525.0184043441939,IPL
2010-04-18,A Mishra,1525.1850710108606,IPL
2010-06-13,A Mishra,1525.9350710108606,T20I
2011-04-09,A Mishra,1521.1017376775274,IPL
2011-04-11,A Mishra,1526.1017376775274,IPL
2011-04-14,A Mishra,1525.3217376775274,IPL
2011-04-16,A Mishra,1530.3217376775274,IPL
2011-04-19,A Mishra,1530.3217376775274,IPL
2011-04-24,A Mishra,1535.3217376775274,IPL
2011-04-27,A Mishra,1536.6550710108606,IPL
2011-05-01,A Mishra,1531.6550710108606,IPL
2011-05-03,A Mishra,1531.8392815371765,IPL
2011-05-05,A Mishra,1529.9226148705097,IPL
2011-05-10,A Mishra,1529.9464243943194,IPL
2011-05-14,A Mishra,1530.613091060986,IPL
2011-05-16,A Mishra,1535.613091060986,IPL
2011-05-21,A Mishra,1540.613091060986,IPL
2012-04-09,A Mishra,1540.5297577276529,IPL
2012-04-17,A Mishra,1545.5297577276529,IPL
2012-04-19,A Mishra,1540.5297577276529,IPL
2012-04-22,A Mishra,1540.8697577276528,IPL
2012-04-26,A Mishra,1535.8697577276528,IPL
2012-04-29,A Mishra,1531.0497577276528,IPL
2012-05-01,A Mishra,1526.3275355054307,IPL
2012-05-04,A Mishra,1525.8275355054307,IPL
2012-05-06,A Mishra,1530.8275355054307,IPL
2012-05-08,A Mishra,1525.8275355054307,IPL
2012-05-10,A Mishra,1520.8275355054307,IPL
2012-05-13,A Mishra,1519.8830910609863,IPL
